# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
288.044,6968.523,7388.523,-45.357,45.357,0.121,0.121,5497.576,24.187,5497.629,89.748,0.023,1.218e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,657.007,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-33.025,388.778,5.64e-4,311.286,0.146,9.079e6,20.32,324.293,0.5,0.869,0.005,580.174
288.544,6945.86,7365.86,-45.296,45.296,0.121,0.121,5497.587,24.187,5497.641,89.748,0.022,1.214e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,656.996,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.878,390.051,5.655e-4,311.375,0.145,9.086e6,20.32,324.293,0.5,0.869,0.005,580.165
289.044,6923.227,7343.227,-45.236,45.236,0.121,0.121,5497.599,24.187,5497.652,89.748,0.022,1.209e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,656.978,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.731,391.323,5.67e-4,311.464,0.145,9.094e6,20.32,324.293,0.5,0.869,0.005,580.148
289.544,6900.624,7320.624,-45.176,45.176,0.12,0.12,5497.61,24.187,5497.663,89.748,0.022,1.204e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,656.953,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.584,392.593,5.685e-4,311.553,0.145,9.102e6,20.32,324.293,0.5,0.869,0.005,580.126
290.044,6878.052,7298.052,-45.115,45.115,0.12,0.12,5497.621,24.187,5497.674,89.748,0.022,1.198e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,656.923,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.437,393.861,5.7e-4,311.642,0.145,9.109e6,20.32,324.293,0.5,0.869,0.005,580.1
290.544,6855.509,7275.509,-45.056,45.056,0.119,0.119,5497.632,24.187,5497.685,89.748,0.022,1.193e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.782,0,324.084,-15.949,0,0,656.89,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.291,395.127,5.715e-4,311.731,0.145,9.117e6,20.32,324.293,0.5,0.869,0.005,580.071
291.044,6832.996,7252.996,-44.996,44.996,0.118,0.118,5497.643,24.187,5497.696,89.748,0.022,1.186e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.853,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-32.144,396.392,5.73e-4,311.819,0.144,9.124e6,20.32,324.293,0.5,0.869,0.005,580.039
291.544,6810.513,7230.513,-44.937,44.937,0.118,0.118,5497.654,24.187,5497.707,89.748,0.022,1.18e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.815,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.998,397.656,5.745e-4,311.908,0.144,9.131e6,20.32,324.293,0.5,0.869,0.005,580.005
292.044,6788.059,7208.059,-44.878,44.878,0.117,0.117,5497.665,24.187,5497.718,89.748,0.022,1.173e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.776,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.852,398.917,5.759e-4,311.996,0.144,9.138e6,20.32,324.293,0.5,0.869,0.005,579.97
292.544,6765.634,7185.634,-44.819,44.819,0.116,0.116,5497.676,24.187,5497.73,89.748,0.022,1.166e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.735,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.707,400.177,5.774e-4,312.085,0.144,9.145e6,20.32,324.293,0.5,0.869,0.005,579.934
293.044,6743.239,7163.239,-44.761,44.761,0.116,0.116,5497.687,24.187,5497.74,89.748,0.022,1.159e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.694,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.561,401.436,5.789e-4,312.173,0.143,9.153e6,20.32,324.293,0.5,0.869,0.005,579.898
293.544,6720.873,7140.873,-44.703,44.703,0.115,0.115,5497.698,24.187,5497.751,89.748,0.022,1.152e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.652,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.416,402.692,5.803e-4,312.261,0.143,9.16e6,20.32,324.293,0.5,0.87,0.005,579.861
294.044,6698.536,7118.536,-44.646,44.646,0.114,0.114,5497.709,24.187,5497.762,89.748,0.022,1.144e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.61,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.27,403.947,5.818e-4,312.349,0.143,9.167e6,20.32,324.293,0.5,0.87,0.005,579.824
294.544,6676.227,7096.227,-44.589,44.589,0.114,0.114,5497.72,24.187,5497.773,89.748,0.022,1.137e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.568,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-31.125,405.201,5.832e-4,312.437,0.143,9.174e6,20.32,324.293,0.5,0.87,0.005,579.787
295.044,6653.947,7073.947,-44.532,44.532,0.113,0.113,5497.731,24.187,5497.784,89.748,0.022,1.129e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.526,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.981,406.453,5.847e-4,312.525,0.142,9.181e6,20.32,324.293,0.5,0.87,0.005,579.75
295.544,6631.695,7051.695,-44.475,44.475,0.112,0.112,5497.742,24.187,5497.795,89.748,0.022,1.121e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.485,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.836,407.703,5.861e-4,312.612,0.142,9.187e6,20.32,324.293,0.5,0.87,0.005,579.713
296.044,6609.472,7029.472,-44.419,44.419,0.112,0.112,5497.753,24.187,5497.806,89.748,0.022,1.114e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.443,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.692,408.951,5.876e-4,312.7,0.142,9.194e6,20.32,324.293,0.5,0.87,0.005,579.676
296.544,6587.276,7007.276,-44.364,44.364,0.111,0.111,5497.763,24.187,5497.817,89.748,0.022,1.106e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.402,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.547,410.199,5.89e-4,312.787,0.142,9.201e6,20.32,324.293,0.5,0.87,0.005,579.64
297.044,6565.108,6985.108,-44.308,44.308,0.111,0.111,5497.774,24.187,5497.827,89.748,0.021,1.104e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.439,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.403,411.493,5.905e-4,312.875,0.142,9.209e6,20.32,324.293,0.5,0.87,0.005,579.673
297.544,6542.968,6962.968,-44.252,44.252,0.112,0.112,5497.785,24.187,5497.838,89.748,0.021,1.104e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.497,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.259,412.81,5.921e-4,312.962,0.141,9.217e6,20.32,324.293,0.5,0.87,0.005,579.724
298.044,6520.856,6940.856,-44.196,44.196,0.113,0.113,5497.796,24.187,5497.849,89.748,0.021,1.103e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.783,0,324.084,-15.949,0,0,656.532,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-30.116,414.125,5.936e-4,313.049,0.141,9.225e6,20.32,324.293,0.5,0.87,0.005,579.755
298.544,6498.772,6918.772,-44.14,44.14,0.113,0.113,5497.806,24.187,5497.859,89.748,0.021,1.102e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.549,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.972,415.439,5.951e-4,313.136,0.141,9.233e6,20.32,324.293,0.5,0.871,0.005,579.77
299.044,6476.716,6896.716,-44.084,44.084,0.113,0.113,5497.817,24.187,5497.87,89.748,0.021,1.099e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.553,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.829,416.751,5.967e-4,313.223,0.141,9.241e6,20.32,324.293,0.5,0.871,0.005,579.774
299.544,6454.688,6874.688,-44.027,44.027,0.113,0.113,5497.828,24.187,5497.881,89.748,0.021,1.096e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.547,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.685,418.061,5.982e-4,313.31,0.141,9.248e6,20.32,324.293,0.5,0.871,0.005,579.768
300.044,6432.688,6852.688,-43.971,43.971,0.112,0.112,5497.838,24.187,5497.891,89.748,0.021,1.092e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.532,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.542,419.37,5.997e-4,313.396,0.14,9.256e6,20.32,324.293,0.5,0.871,0.005,579.755
300.544,6410.717,6830.717,-43.915,43.915,0.112,0.112,5497.849,24.187,5497.902,89.748,0.021,1.088e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.512,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.4,420.677,6.012e-4,313.483,0.14,9.263e6,20.32,324.293,0.5,0.871,0.005,579.737
301.044,6388.774,6808.774,-43.859,43.859,0.112,0.112,5497.859,24.187,5497.912,89.748,0.021,1.084e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.486,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.257,421.982,6.027e-4,313.569,0.14,9.27e6,20.32,324.293,0.5,0.871,0.005,579.715
301.544,6366.858,6786.858,-43.803,43.803,0.111,0.111,5497.87,24.187,5497.923,89.748,0.021,1.079e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.457,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-29.115,423.285,6.043e-4,313.655,0.14,9.278e6,20.32,324.293,0.5,0.871,0.005,579.689
302.044,6344.971,6764.971,-43.747,43.747,0.11,0.11,5497.88,24.187,5497.933,89.748,0.021,1.073e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.426,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.972,424.587,6.058e-4,313.742,0.139,9.285e6,20.32,324.293,0.5,0.871,0.005,579.661
302.544,6323.111,6743.111,-43.692,43.692,0.11,0.11,5497.891,24.187,5497.944,89.748,0.021,1.068e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.392,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.83,425.888,6.073e-4,313.828,0.139,9.292e6,20.32,324.293,0.5,0.871,0.005,579.632
303.044,6301.278,6721.278,-43.637,43.637,0.109,0.109,5497.901,24.187,5497.954,89.748,0.021,1.062e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.357,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.688,427.186,6.088e-4,313.914,0.139,9.299e6,20.32,324.293,0.5,0.871,0.005,579.601
303.544,6279.473,6699.473,-43.583,43.583,0.109,0.109,5497.912,24.187,5497.965,89.748,0.021,1.056e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.322,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.547,428.483,6.103e-4,314,0.139,9.306e6,20.32,324.293,0.5,0.871,0.005,579.569
304.044,6257.696,6677.696,-43.528,43.528,0.108,0.108,5497.922,24.187,5497.975,89.748,0.021,1.05e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.285,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.405,429.779,6.117e-4,314.085,0.139,9.313e6,20.32,324.293,0.5,0.872,0.005,579.537
304.544,6235.945,6655.945,-43.474,43.474,0.107,0.107,5497.932,24.187,5497.986,89.748,0.021,1.043e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.248,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.264,431.072,6.132e-4,314.171,0.138,9.32e6,20.32,324.293,0.5,0.872,0.005,579.504
305.044,6214.222,6634.222,-43.42,43.42,0.107,0.107,5497.943,24.187,5497.996,89.748,0.021,1.037e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.211,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-28.122,432.365,6.147e-4,314.257,0.138,9.327e6,20.32,324.293,0.5,0.872,0.005,579.471
305.544,6192.525,6612.525,-43.367,43.367,0.106,0.106,5497.953,24.187,5498.006,89.748,0.021,1.03e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.784,0,324.084,-15.949,0,0,656.173,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.981,433.655,6.162e-4,314.342,0.138,9.334e6,20.32,324.293,0.5,0.872,0.005,579.438
306.044,6170.854,6590.854,-43.314,43.314,0.106,0.106,5497.963,24.187,5498.016,89.748,0.021,1.024e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.136,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.841,434.944,6.177e-4,314.428,0.138,9.34e6,20.32,324.293,0.5,0.872,0.005,579.405
306.544,6149.211,6569.211,-43.261,43.261,0.105,0.105,5497.973,24.187,5498.027,89.748,0.02,1.017e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.099,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.7,436.232,6.191e-4,314.513,0.138,9.347e6,20.32,324.293,0.5,0.872,0.005,579.372
307.044,6127.593,6547.593,-43.209,43.209,0.104,0.104,5497.984,24.187,5498.037,89.748,0.02,1.011e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.062,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.559,437.517,6.206e-4,314.598,0.137,9.354e6,20.32,324.293,0.5,0.872,0.005,579.339
307.544,6106.002,6526.002,-43.156,43.157,0.104,0.104,5497.994,24.187,5498.047,89.748,0.02,1.004e-4,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.025,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.419,438.802,6.221e-4,314.683,0.137,9.361e6,20.32,324.293,0.5,0.872,0.005,579.307
308.044,6084.437,6504.437,-43.105,43.105,0.103,0.103,5498.004,24.187,5498.057,89.748,0.02,9.972e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,655.988,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.279,440.084,6.235e-4,314.768,0.137,9.367e6,20.32,324.293,0.5,0.872,0.005,579.275
308.544,6062.897,6482.897,-43.053,43.053,0.104,0.104,5498.014,24.187,5498.067,89.748,0.02,9.967e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.04,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-27.139,441.425,6.251e-4,314.853,0.137,9.375e6,20.32,324.293,0.5,0.872,0.005,579.32
309.044,6041.384,6461.384,-43.001,43.001,0.105,0.105,5498.024,24.187,5498.078,89.748,0.02,9.97e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.093,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.999,442.778,6.266e-4,314.938,0.137,9.383e6,20.32,324.293,0.5,0.873,0.005,579.367
309.544,6019.896,6439.896,-42.949,42.949,0.105,0.105,5498.034,24.187,5498.088,89.748,0.02,9.964e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.125,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.859,444.13,6.282e-4,315.022,0.136,9.391e6,20.32,324.293,0.5,0.873,0.005,579.396
310.044,5998.435,6418.435,-42.896,42.896,0.105,0.105,5498.045,24.187,5498.098,89.748,0.02,9.951e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.141,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.72,445.481,6.298e-4,315.107,0.136,9.399e6,20.32,324.293,0.5,0.873,0.005,579.41
310.544,5977,6397,-42.844,42.844,0.105,0.105,5498.055,24.187,5498.108,89.748,0.02,9.93e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.145,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.58,446.83,6.313e-4,315.191,0.136,9.406e6,20.32,324.293,0.5,0.873,0.005,579.413
311.044,5955.591,6375.591,-42.791,42.791,0.105,0.105,5498.065,24.187,5498.118,89.748,0.02,9.904e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.139,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.441,448.177,6.329e-4,315.275,0.136,9.413e6,20.32,324.293,0.5,0.873,0.005,579.408
311.544,5934.208,6354.208,-42.739,42.739,0.105,0.105,5498.075,24.187,5498.128,89.748,0.02,9.873e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.126,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.302,449.522,6.344e-4,315.36,0.136,9.421e6,20.32,324.293,0.5,0.873,0.005,579.396
312.044,5912.852,6332.852,-42.686,42.687,0.104,0.104,5498.085,24.187,5498.138,89.748,0.02,9.837e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.107,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.164,450.866,6.359e-4,315.444,0.135,9.428e6,20.32,324.293,0.5,0.873,0.005,579.38
312.544,5891.522,6311.522,-42.634,42.634,0.104,0.104,5498.095,24.187,5498.148,89.748,0.02,9.797e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.084,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-26.025,452.208,6.375e-4,315.528,0.135,9.435e6,20.32,324.293,0.5,0.873,0.005,579.36
313.044,5870.218,6290.218,-42.582,42.582,0.103,0.103,5498.104,24.187,5498.158,89.748,0.02,9.754e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.785,0,324.084,-15.949,0,0,656.058,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-25.886,453.549,6.39e-4,315.612,0.135,9.442e6,20.32,324.293,0.5,0.873,0.005,579.337
313.544,5848.939,6268.939,-42.531,42.531,0.103,0.103,5498.114,24.187,5498.168,89.748,0.02,9.708e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.786,0,324.084,-15.949,0,0,656.03,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-25.748,454.888,6.405e-4,315.696,0.135,9.449e6,20.32,324.293,0.5,0.873,0.005,579.312
314.044,5827.687,6247.687,-42.479,42.479,0.102,0.102,5498.124,24.187,5498.177,89.748,0.02,9.66e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.786,0,324.084,-15.949,0,0,656,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-25.61,456.225,6.421e-4,315.779,0.135,9.456e6,20.32,324.293,0.5,0.873,0.004,579.285
314.544,5806.46,6226.46,-42.428,42.428,0.102,0.102,5498.134,24.187,5498.187,89.748,0.02,9.609e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.786,0,324.084,-15.949,0,0,655.969,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-25.472,457.56,6.436e-4,315.863,0.134,9.463e6,20.32,324.293,0.5,0.874,0.004,579.257
315.044,5785.259,6205.259,-42.377,42.377,0.101,0.101,5498.144,24.187,5498.197,89.748,0.02,9.557e-5,43.47,-80.472,NaN,NaN,NaN,NaN,-10.844,89.601,6.634e4,0,189.447,0.64,9.786,0,324.084,-15.949,0,0,655.937,34.92,0,34.92,0,34.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-25.334,458.895,6.451e-4,315.946,0.134,9.47e6,20.32,324.293,0.5,0.874,0.004,579.229
