# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
7.546,2262.178,2682.178,562.621,572.418,57.904,59.269,399.378,0.575,399.378,89.918,105.453,12.648,47.99,-81.865,0.004,71.166,0.009,-0.166,79.383,89.864,7.567e4,1.497e4,155.126,0.642,9.801,372.196,320.463,2.546,7510.457,10.127,2296.974,0.46,0.182,0.152,0.127,0.46,5.51e-4,0.001,1.001e-4,0,8.492e-5,0.004,0.004,0,0,0,-2.434,730.16,9.396e-4,329.824,1.736,1.593e8,20.32,324.293,0.004,1.139,0.057
7.55,2264.171,2684.171,562.826,572.628,57.912,59.277,399.751,0.575,399.752,89.918,105.498,12.649,47.99,-81.865,0.004,71.193,0.01,-0.166,79.383,89.865,7.566e4,1.496e4,155.106,0.642,9.801,372.162,320.445,2.545,7510.729,10.129,2297.601,0.46,0.181,0.152,0.127,0.46,5.209e-4,0.001,2.605e-4,0,8.48e-5,0.004,0.004,0,0,0,-2.447,729.977,9.394e-4,329.816,1.736,1.593e8,20.32,324.293,0.005,1.14,0.057
7.555,2267.162,2687.162,563.134,572.943,57.924,59.29,400.312,0.577,400.312,89.917,105.565,12.652,47.99,-81.865,0.003,71.234,0.013,-0.166,79.382,89.866,7.564e4,1.493e4,155.076,0.641,9.801,372.109,320.418,2.544,7511.137,10.133,2298.541,0.46,0.181,0.152,0.126,0.46,4.751e-4,0.001,-1.835e-4,0,8.463e-5,0.004,0.004,0,0,0,-2.467,729.704,9.391e-4,329.804,1.737,1.594e8,20.32,324.293,0.008,1.14,0.057
7.563,2271.652,2691.652,563.596,573.415,57.942,59.308,401.154,0.578,401.154,89.917,105.666,12.655,47.99,-81.865,0.003,71.295,0.015,-0.166,79.38,89.869,7.56e4,1.49e4,155.032,0.641,9.801,372.014,320.377,2.541,7511.748,10.138,2299.948,0.46,0.181,0.152,0.126,0.46,4.056e-4,7.457e-4,4.722e-4,0,8.438e-5,0.004,0.004,0,0,0,-2.496,729.293,9.387e-4,329.786,1.739,1.595e8,20.32,324.293,0.003,1.141,0.057
7.566,2273.294,2693.294,563.764,573.588,57.949,59.315,401.462,0.579,401.462,89.917,105.703,12.657,47.99,-81.865,0.003,71.318,0.017,-0.166,79.38,89.87,7.559e4,1.489e4,155.016,0.641,9.801,371.975,320.362,2.54,7511.972,10.14,2300.462,0.459,0.181,0.152,0.126,0.459,3.801e-4,0.001,4.527e-4,0,8.428e-5,0.004,0.004,5.764e-9,0,0,-2.506,729.143,9.385e-4,329.78,1.739,1.595e8,20.32,324.293,0.004,1.141,0.057
7.571,2275.759,2695.759,564.018,573.847,57.9,59.265,401.924,0.58,401.924,89.917,105.758,12.647,47.99,-81.865,0.002,71.351,0.018,-0.166,79.379,89.871,7.557e4,1.487e4,154.998,0.641,9.801,371.912,320.347,2.538,7507.761,10.136,2301.232,0.459,0.181,0.152,0.126,0.459,3.416e-4,4.739e-4,-1.308e-4,0,8.415e-5,0.004,0.004,6.898e-9,0,0,-2.522,728.917,9.383e-4,329.77,1.74,1.595e8,20.32,324.293,0.007,1.142,0.057
7.577,2279.458,2699.458,564.397,574.235,57.827,59.191,402.617,0.581,402.618,89.917,105.841,12.634,47.99,-81.865,0.002,71.401,0.02,-0.166,79.378,89.873,7.555e4,1.485e4,154.972,0.641,9.801,371.801,320.323,2.533,7501.445,10.131,2302.389,0.459,0.181,0.152,0.126,0.459,2.843e-4,6.995e-4,-9.568e-5,0,8.394e-5,0.004,0.004,8.547e-9,0,0,-2.546,728.579,9.38e-4,329.756,1.741,1.596e8,20.32,324.293,0.01,1.143,0.057
7.587,2285.012,2705.012,564.965,574.817,57.716,59.078,403.659,0.583,403.659,89.917,105.965,12.613,47.99,-81.865,0.001,71.476,0.027,-0.164,79.377,89.876,7.551e4,1.481e4,154.933,0.641,9.801,371.531,320.289,2.522,7491.971,10.124,2304.116,0.459,0.181,0.152,0.126,0.459,1.991e-4,5.724e-4,-4.94e-4,0,8.364e-5,0.004,0.004,1.47e-8,0,0,-2.583,728.071,9.374e-4,329.734,1.743,1.597e8,20.32,324.293,0.01,1.144,0.057
7.597,2290.664,2710.664,565.542,575.407,57.604,58.964,404.719,0.585,404.72,89.917,106.091,12.592,47.99,-81.865,8.116e-4,71.553,0.042,-0.161,79.375,89.879,7.547e4,1.477e4,154.893,0.641,9.801,370.909,320.253,2.493,7482.337,10.116,2305.859,0.458,0.181,0.152,0.126,0.458,1.138e-4,2.104e-4,-4.653e-4,0,8.333e-5,0.004,0.004,3.639e-8,0,0,-2.619,727.554,9.369e-4,329.712,1.745,1.598e8,20.32,324.293,0.001,1.144,0.057
7.598,2291.23,2711.23,565.599,575.466,57.595,58.955,404.825,0.586,404.826,89.917,106.104,12.59,47.99,-81.865,7.521e-4,71.56,0.045,-0.16,79.375,89.879,7.546e4,1.476e4,154.889,0.641,9.801,370.812,320.249,2.488,7481.521,10.116,2306.033,0.458,0.181,0.152,0.126,0.458,1.055e-4,4.564e-4,-4.473e-4,0,8.33e-5,0.004,0.004,4.12e-8,0,0,-2.623,727.502,9.368e-4,329.709,1.745,1.598e8,20.32,324.293,0.002,1.145,0.057
7.599,2292.078,2712.078,565.686,575.554,57.598,58.958,404.985,0.586,404.985,89.917,106.123,12.591,47.99,-81.865,6.639e-4,71.572,0.05,-0.159,79.375,89.88,7.546e4,1.476e4,154.88,0.64,9.801,370.647,320.242,2.481,7481.574,10.117,2306.293,0.458,0.181,0.152,0.126,0.458,9.318e-5,6.232e-4,-3.017e-4,0,8.325e-5,0.004,0.004,5.057e-8,0,0,-2.629,727.424,9.368e-4,329.706,1.746,1.598e8,20.32,324.293,0.002,1.146,0.057
7.602,2293.351,2713.351,565.815,575.687,57.602,58.962,405.223,0.587,405.224,89.917,106.151,12.592,47.99,-81.865,5.339e-4,71.589,0.06,-0.155,79.374,89.881,7.545e4,1.475e4,154.868,0.64,9.801,370.354,320.23,2.467,7481.654,10.118,2306.683,0.458,0.181,0.152,0.126,0.458,7.501e-5,4.59e-4,3.36e-4,0,8.319e-5,0.004,0.004,7.335e-8,0,0,-2.637,727.308,9.366e-4,329.701,1.746,1.598e8,20.32,324.293,0.003,1.146,0.057
7.605,2295.261,2715.261,566.01,575.885,57.608,58.968,405.582,0.587,405.582,89.917,106.193,12.593,47.99,-81.865,3.493e-4,71.615,0.087,-0.142,79.374,89.882,7.544e4,1.473e4,154.849,0.64,9.801,369.918,320.213,2.446,7481.773,10.12,2307.269,0.458,0.181,0.152,0.126,0.458,4.916e-5,-3.297e-4,4.24e-4,0,8.308e-5,0.004,0.004,1.542e-7,0,0,-2.649,727.133,9.364e-4,329.693,1.747,1.598e8,20.32,324.293,0.005,1.147,0.057
7.61,2298.127,2718.127,566.301,576.184,57.617,58.977,406.119,0.588,406.12,89.917,106.257,12.595,47.99,-81.865,1.699e-4,71.653,0.166,-0.007,79.373,89.883,7.542e4,1.471e4,154.821,0.64,9.801,375.763,320.187,2.735,7481.952,10.123,2308.145,0.458,0.181,0.152,0.126,0.458,2.317e-5,-4.215e-4,-2.096e-4,0,8.294e-5,0.004,0.004,5.671e-7,0,0,-2.668,726.871,9.362e-4,329.682,1.748,1.599e8,20.32,324.293,0.008,1.147,0.057
7.618,2302.483,2722.483,566.744,576.637,57.631,58.991,406.937,0.59,406.937,89.917,106.354,12.598,47.99,-81.865,4.491e-4,71.711,0.061,0.154,79.372,89.885,7.538e4,1.468e4,154.779,0.64,9.801,375.68,320.148,2.733,7482.224,10.127,2309.474,0.458,0.181,0.152,0.126,0.458,6.118e-5,5.335e-4,-2.405e-4,0,8.274e-5,0.004,0.004,7.602e-8,0,0,-2.696,726.473,9.358e-4,329.665,1.749,1.6e8,20.32,324.293,0.01,1.148,0.057
7.628,2308.154,2728.154,567.321,577.227,57.636,58.997,408.001,0.592,408.001,89.917,106.48,12.599,47.99,-81.865,9.491e-4,71.787,0.031,0.163,79.37,89.888,7.534e4,1.464e4,154.725,0.64,9.801,373.794,320.098,2.643,7481.602,10.132,2311.198,0.457,0.18,0.152,0.125,0.457,1.303e-4,5.8e-4,-1.802e-4,0,8.25e-5,0.004,0.004,2.02e-8,0,0,-2.733,725.954,9.352e-4,329.643,1.751,1.6e8,20.32,324.293,0.01,1.149,0.057
7.638,2313.83,2733.83,567.897,577.817,57.641,59.002,409.066,0.594,409.067,89.917,106.606,12.601,47.99,-81.865,0.001,71.863,0.024,0.165,79.369,89.89,7.53e4,1.46e4,154.671,0.64,9.8,373.189,320.048,2.615,7480.979,10.137,2312.917,0.457,0.18,0.152,0.125,0.457,1.955e-4,7.517e-4,2.747e-4,0,8.226e-5,0.004,0.004,1.221e-8,0,0,-2.77,725.435,9.347e-4,329.62,1.753,1.601e8,20.32,324.293,0.01,1.149,0.058
7.648,2319.507,2739.507,568.473,578.406,57.647,59.008,410.132,0.597,410.133,89.917,106.732,12.603,47.99,-81.865,0.002,71.939,0.023,0.166,79.367,89.893,7.526e4,1.456e4,154.617,0.639,9.8,372.86,319.998,2.601,7480.357,10.141,2314.628,0.457,0.18,0.151,0.125,0.457,2.542e-4,7.317e-4,6.837e-5,0,8.202e-5,0.004,0.004,1.092e-8,0,0,-2.807,724.915,9.341e-4,329.598,1.755,1.602e8,20.32,324.293,0.01,1.15,0.058
7.658,2325.195,2745.195,569.049,578.995,57.557,58.917,411.2,0.599,411.201,89.917,106.858,12.587,47.99,-81.864,0.002,72.014,0.024,0.167,79.365,89.895,7.522e4,1.452e4,154.573,0.639,9.8,372.636,319.959,2.592,7472.429,10.136,2316.333,0.456,0.18,0.151,0.125,0.456,3.063e-4,6.976e-4,2.261e-4,0,8.178e-5,0.004,0.004,1.204e-8,0,0,-2.844,724.395,9.336e-4,329.576,1.757,1.603e8,20.32,324.293,0.01,1.151,0.058
7.668,2330.888,2750.888,569.624,579.584,57.467,58.826,412.269,0.601,412.27,89.916,106.984,12.571,47.99,-81.864,0.003,72.09,0.028,0.168,79.364,89.896,7.518e4,1.448e4,154.529,0.639,9.8,372.457,319.919,2.586,7464.501,10.131,2318.027,0.456,0.18,0.151,0.125,0.456,3.5e-4,5.926e-4,-3.97e-4,0,8.154e-5,0.004,0.004,1.544e-8,0,0,-2.881,723.874,9.33e-4,329.553,1.759,1.604e8,20.32,324.293,0.002,1.151,0.058
7.67,2331.97,2751.97,569.734,579.695,57.45,58.808,412.473,0.601,412.473,89.916,107.008,12.568,47.99,-81.864,0.003,72.104,0.028,0.168,79.363,89.897,7.518e4,1.447e4,154.521,0.639,9.8,372.423,319.912,2.584,7462.995,10.13,2318.347,0.456,0.18,0.151,0.125,0.456,3.572e-4,9.921e-4,-1.193e-4,0,8.15e-5,0.004,0.004,1.606e-8,0,0,-2.888,723.775,9.329e-4,329.549,1.759,1.604e8,20.32,324.293,0.003,1.152,0.058
7.673,2333.594,2753.594,569.897,579.863,57.439,58.797,412.778,0.602,412.778,89.916,107.043,12.567,47.99,-81.864,0.003,72.126,0.029,0.168,79.363,89.897,7.516e4,1.446e4,154.507,0.639,9.8,372.374,319.899,2.582,7461.855,10.13,2318.828,0.456,0.18,0.151,0.125,0.456,3.675e-4,4.524e-4,4.486e-6,0,8.143e-5,0.004,0.004,1.701e-8,0,0,-2.898,723.627,9.328e-4,329.542,1.76,1.604e8,20.32,324.293,0.004,1.153,0.058
7.677,2336.029,2756.029,570.143,580.114,57.422,58.78,413.235,0.603,413.236,89.916,107.097,12.564,47.99,-81.864,0.003,72.158,0.03,0.168,79.362,89.898,7.515e4,1.445e4,154.485,0.639,9.8,372.307,319.879,2.58,7460.145,10.13,2319.549,0.456,0.18,0.151,0.125,0.456,3.818e-4,0.001,-4.989e-4,0,8.133e-5,0.004,0.004,1.833e-8,0,0,-2.914,723.404,9.326e-4,329.533,1.76,1.605e8,20.32,324.293,0.006,1.153,0.058
7.683,2339.685,2759.685,570.511,580.491,57.397,58.755,413.922,0.604,413.922,89.916,107.178,12.561,47.99,-81.864,0.003,72.206,0.033,0.168,79.361,89.899,7.512e4,1.442e4,154.454,0.639,9.8,372.21,319.85,2.577,7457.581,10.13,2320.632,0.456,0.18,0.151,0.125,0.456,4.002e-4,9.297e-4,3.7e-4,0,8.117e-5,0.004,0.004,2.16e-8,0,0,-2.938,723.069,9.322e-4,329.518,1.762,1.605e8,20.32,324.293,0.01,1.154,0.058
7.693,2345.173,2765.173,571.062,581.055,57.36,58.718,414.953,0.606,414.953,89.916,107.298,12.555,47.99,-81.864,0.003,72.279,0.035,0.169,79.36,89.9,7.508e4,1.438e4,154.406,0.639,9.8,372.086,319.807,2.573,7453.734,10.13,2322.25,0.455,0.179,0.151,0.125,0.455,4.217e-4,9.439e-4,4.891e-4,0,8.094e-5,0.004,0.004,2.522e-8,0,0,-2.974,722.567,9.317e-4,329.497,1.763,1.606e8,20.32,324.293,0.001,1.155,0.058
7.694,2345.87,2765.87,571.132,581.127,57.355,58.713,415.084,0.607,415.084,89.916,107.314,12.555,47.99,-81.864,0.003,72.288,0.036,0.168,79.359,89.9,7.508e4,1.438e4,154.4,0.639,9.8,372.071,319.801,2.572,7453.246,10.13,2322.454,0.455,0.179,0.151,0.125,0.455,4.24e-4,0.002,-2.75e-4,0,8.091e-5,0.004,0.004,2.586e-8,0,0,-2.978,722.504,9.316e-4,329.494,1.764,1.606e8,20.32,324.293,0.002,1.155,0.058
7.696,2346.914,2766.914,571.237,581.234,57.332,58.69,415.28,0.607,415.281,89.916,107.337,12.551,47.99,-81.864,0.003,72.302,0.037,0.168,79.359,89.9,7.507e4,1.437e4,154.393,0.638,9.8,372.05,319.794,2.572,7451.308,10.128,2322.761,0.455,0.179,0.151,0.125,0.455,4.271e-4,0.001,1.914e-4,0,8.087e-5,0.004,0.004,2.735e-8,0,0,-2.985,722.408,9.315e-4,329.49,1.764,1.606e8,20.32,324.293,0.003,1.156,0.058
7.699,2348.482,2768.482,571.394,581.395,57.298,58.655,415.575,0.608,415.575,89.916,107.371,12.545,47.99,-81.864,0.003,72.322,0.038,0.168,79.359,89.9,7.506e4,1.436e4,154.382,0.638,9.8,372.019,319.784,2.571,7448.401,10.125,2323.22,0.455,0.179,0.151,0.125,0.455,4.312e-4,7.409e-4,3.453e-4,0,8.08e-5,0.004,0.004,2.913e-8,0,0,-2.995,722.265,9.314e-4,329.484,1.765,1.607e8,20.32,324.293,0.004,1.157,0.058
7.703,2350.834,2770.834,571.63,581.636,57.246,58.603,416.017,0.608,416.017,89.916,107.423,12.536,47.99,-81.864,0.003,72.353,0.04,0.168,79.358,89.9,7.504e4,1.434e4,154.365,0.638,9.8,371.978,319.77,2.569,7444.04,10.122,2323.907,0.455,0.179,0.151,0.124,0.455,4.362e-4,0.001,-1.364e-4,0,8.07e-5,0.004,0.004,3.221e-8,0,0,-3.01,722.049,9.311e-4,329.475,1.765,1.607e8,20.32,324.293,0.006,1.157,0.058
7.709,2354.363,2774.363,571.983,581.997,57.169,58.525,416.68,0.61,416.68,89.916,107.5,12.523,47.99,-81.864,0.003,72.4,0.044,0.168,79.357,89.901,7.502e4,1.432e4,154.34,0.638,9.8,371.923,319.747,2.568,7437.499,10.116,2324.934,0.455,0.179,0.151,0.124,0.455,4.405e-4,7.291e-4,4.902e-4,0,8.055e-5,0.004,0.004,3.868e-8,0,0,-3.033,721.727,9.308e-4,329.461,1.767,1.607e8,20.32,324.293,0.006,1.158,0.058
7.715,2358.01,2778.01,572.347,582.37,57.089,58.444,417.365,0.611,417.366,89.916,107.58,12.509,47.99,-81.864,0.003,72.448,0.047,0.168,79.356,89.901,7.499e4,1.429e4,154.314,0.638,9.8,371.874,319.724,2.566,7430.746,10.11,2325.989,0.455,0.179,0.151,0.124,0.455,4.414e-4,6.883e-4,2.961e-4,0,8.039e-5,0.004,0.004,4.378e-8,0,0,-3.057,721.393,9.305e-4,329.446,1.768,1.608e8,20.32,324.293,0.01,1.159,0.058
7.725,2363.484,2783.484,572.893,582.928,57.064,58.418,418.394,0.613,418.395,89.916,107.699,12.507,47.99,-81.864,0.003,72.519,0.052,0.167,79.354,89.901,7.495e4,1.425e4,154.265,0.638,9.8,371.812,319.679,2.566,7427.806,10.112,2327.564,0.454,0.179,0.151,0.124,0.454,4.364e-4,0.001,4.413e-5,0,8.015e-5,0.004,0.004,5.451e-8,0,0,-3.093,720.892,9.299e-4,329.425,1.77,1.609e8,20.32,324.293,0.01,1.16,0.058
7.735,2369.216,2789.216,573.463,583.512,57.037,58.392,419.472,0.615,419.472,89.916,107.824,12.504,47.99,-81.864,0.003,72.594,0.058,0.167,79.352,89.9,7.491e4,1.421e4,154.214,0.638,9.8,371.759,319.631,2.565,7424.731,10.113,2329.204,0.454,0.179,0.151,0.124,0.454,4.225e-4,8.586e-4,-4.017e-4,0,7.99e-5,0.004,0.004,6.704e-8,0,0,-3.13,720.368,9.294e-4,329.402,1.771,1.61e8,20.32,324.293,0.01,1.16,0.058
7.745,2374.954,2794.954,574.034,584.096,57.011,58.365,420.551,0.618,420.551,89.916,107.949,12.502,47.99,-81.864,0.003,72.669,0.063,0.167,79.35,89.9,7.487e4,1.417e4,154.162,0.637,9.8,371.692,319.584,2.564,7421.656,10.114,2330.837,0.454,0.179,0.151,0.124,0.454,4.004e-4,0.001,-4.296e-4,0,7.965e-5,0.004,0.004,8.01e-8,0,0,-3.167,719.843,9.288e-4,329.38,1.773,1.61e8,20.32,324.293,0.001,1.161,0.058
7.746,2375.528,2795.528,574.091,584.154,57.004,58.359,420.659,0.618,420.659,89.916,107.962,12.501,47.99,-81.864,0.003,72.676,0.064,0.167,79.35,89.9,7.487e4,1.417e4,154.158,0.637,9.8,371.686,319.58,2.564,7421.04,10.114,2331,0.454,0.179,0.151,0.124,0.454,3.978e-4,0.001,-3.551e-4,0,7.963e-5,0.004,0.004,8.114e-8,0,0,-3.171,719.79,9.288e-4,329.377,1.774,1.611e8,20.32,324.293,0.002,1.162,0.058
7.747,2376.389,2796.389,574.176,584.241,56.986,58.341,420.821,0.618,420.821,89.916,107.981,12.498,47.99,-81.864,0.003,72.688,0.065,0.167,79.35,89.899,7.486e4,1.416e4,154.151,0.637,9.8,371.676,319.574,2.564,7419.519,10.113,2331.244,0.454,0.179,0.151,0.124,0.454,3.936e-4,7.456e-4,2.735e-4,0,7.959e-5,0.004,0.004,8.338e-8,0,0,-3.177,719.712,9.287e-4,329.374,1.774,1.611e8,20.32,324.293,0.002,1.162,0.058
7.75,2377.681,2797.681,574.304,584.373,56.959,58.313,421.064,0.619,421.064,89.916,108.009,12.493,47.99,-81.864,0.003,72.704,0.066,0.167,79.35,89.899,7.486e4,1.415e4,154.142,0.637,9.8,371.662,319.566,2.564,7417.237,10.111,2331.61,0.453,0.179,0.151,0.124,0.453,3.87e-4,7.701e-4,-3.192e-4,0,7.954e-5,0.004,0.004,8.646e-8,0,0,-3.185,719.593,9.286e-4,329.369,1.774,1.611e8,20.32,324.293,0.003,1.163,0.058
7.753,2379.62,2799.62,574.497,584.569,56.919,58.273,421.428,0.619,421.429,89.916,108.051,12.487,47.99,-81.864,0.003,72.73,0.068,0.167,79.349,89.899,7.484e4,1.414e4,154.128,0.637,9.8,371.643,319.553,2.563,7413.814,10.108,2332.157,0.453,0.179,0.151,0.124,0.453,3.764e-4,9.411e-4,3.723e-4,0,7.945e-5,0.004,0.004,9.174e-8,0,0,-3.198,719.416,9.284e-4,329.361,1.775,1.611e8,20.32,324.293,0.005,1.164,0.058
7.758,2382.529,2802.529,574.785,584.864,56.859,58.212,421.976,0.621,421.976,89.916,108.114,12.477,47.99,-81.864,0.003,72.767,0.071,0.166,79.348,89.898,7.482e4,1.412e4,154.107,0.637,9.8,371.621,319.534,2.563,7408.68,10.104,2332.976,0.453,0.179,0.151,0.124,0.453,3.585e-4,7.178e-4,-4.132e-4,0,7.933e-5,0.004,0.004,1.004e-7,0,0,-3.216,719.15,9.281e-4,329.35,1.776,1.612e8,20.32,324.293,0.008,1.165,0.058
7.766,2386.895,2806.895,575.216,585.305,56.768,58.12,422.797,0.622,422.797,89.916,108.209,12.462,47.99,-81.864,0.002,72.824,0.075,0.166,79.347,89.897,7.479e4,1.409e4,154.076,0.637,9.8,371.586,319.506,2.563,7400.978,10.097,2334.198,0.453,0.178,0.151,0.124,0.453,3.282e-4,0.001,3.833e-4,0,7.914e-5,0.004,0.004,1.11e-7,0,0,-3.245,718.751,9.277e-4,329.333,1.777,1.612e8,20.32,324.293,0.002,1.166,0.058
7.767,2387.889,2807.889,575.314,585.406,56.748,58.099,422.984,0.623,422.984,89.916,108.23,12.458,47.99,-81.864,0.002,72.837,0.076,0.166,79.346,89.897,7.478e4,1.408e4,154.069,0.637,9.8,371.579,319.5,2.563,7399.225,10.096,2334.475,0.453,0.178,0.151,0.124,0.453,3.207e-4,6.178e-4,3.057e-4,0,7.909e-5,0.004,0.004,1.135e-7,0,0,-3.251,718.66,9.276e-4,329.329,1.778,1.612e8,20.32,324.293,0.003,1.166,0.058
7.77,2389.381,2809.381,575.461,585.556,56.758,58.109,423.265,0.623,423.265,89.916,108.263,12.461,47.99,-81.864,0.002,72.856,0.077,0.166,79.346,89.896,7.477e4,1.407e4,154.054,0.637,9.8,371.57,319.485,2.563,7399.72,10.098,2334.89,0.453,0.178,0.151,0.124,0.453,3.092e-4,0.001,-1.857e-4,0,7.903e-5,0.004,0.004,1.171e-7,0,0,-3.261,718.523,9.275e-4,329.323,1.778,1.612e8,20.32,324.293,0.004,1.167,0.058
7.774,2391.619,2811.619,575.682,585.782,56.773,58.125,423.686,0.624,423.686,89.916,108.311,12.465,47.99,-81.864,0.002,72.885,0.079,0.166,79.345,89.896,7.476e4,1.406e4,154.031,0.637,9.8,371.563,319.464,2.564,7400.462,10.101,2335.512,0.453,0.178,0.151,0.124,0.453,2.911e-4,0.001,-7.188e-5,0,7.893e-5,0.004,0.004,1.229e-7,0,0,-3.276,718.318,9.272e-4,329.314,1.779,1.613e8,20.32,324.293,0.006,1.168,0.058
7.78,2394.978,2814.978,576.013,586.121,56.796,58.149,424.318,0.625,424.318,89.916,108.384,12.471,47.99,-81.864,0.002,72.929,0.082,0.165,79.344,89.895,7.474e4,1.403e4,153.996,0.637,9.8,371.566,319.432,2.566,7401.575,10.106,2336.444,0.453,0.178,0.151,0.123,0.453,2.62e-4,0.001,-2.326e-4,0,7.879e-5,0.004,0.004,1.345e-7,0,0,-3.297,718.011,9.269e-4,329.301,1.78,1.613e8,20.32,324.293,0.009,1.168,0.058
7.788,2400.021,2820.021,576.51,586.63,56.83,58.184,425.266,0.627,425.267,89.916,108.493,12.48,47.99,-81.864,0.002,72.994,0.088,0.163,79.343,89.893,7.47e4,1.4e4,153.945,0.637,9.8,371.615,319.383,2.57,7403.244,10.113,2337.849,0.452,0.178,0.151,0.123,0.452,2.14e-4,3.291e-4,-6.15e-5,0,7.857e-5,0.004,0.004,1.523e-7,0,0,-3.33,717.55,9.264e-4,329.281,1.782,1.614e8,20.32,324.293,0.01,1.169,0.058
7.798,2405.788,2825.788,577.079,587.212,56.869,58.225,426.352,0.629,426.352,89.915,108.618,12.491,47.99,-81.864,0.001,73.068,0.095,0.16,79.341,89.89,7.466e4,1.396e4,153.886,0.636,9.8,371.786,319.328,2.582,7405.152,10.121,2339.452,0.452,0.178,0.151,0.123,0.452,1.553e-4,1.438e-4,-4.695e-5,0,7.834e-5,0.004,0.004,1.764e-7,0,0,-3.368,717.022,9.259e-4,329.258,1.783,1.615e8,20.32,324.293,0.001,1.17,0.058
7.799,2406.366,2826.366,577.136,587.27,56.871,58.227,426.461,0.63,426.461,89.915,108.63,12.491,47.99,-81.864,0.001,73.075,0.095,0.16,79.341,89.89,7.466e4,1.395e4,153.88,0.636,9.8,371.812,319.323,2.583,7405.203,10.121,2339.612,0.452,0.178,0.151,0.123,0.452,1.493e-4,1.36e-4,1.215e-4,0,7.831e-5,0.004,0.004,1.796e-7,0,0,-3.371,716.969,9.258e-4,329.256,1.784,1.615e8,20.32,324.293,0.002,1.17,0.058
7.801,2407.231,2827.231,577.221,587.357,56.843,58.199,426.624,0.63,426.624,89.915,108.649,12.487,47.99,-81.864,0.001,73.086,0.097,0.159,79.34,89.89,7.465e4,1.395e4,153.876,0.636,9.8,371.86,319.319,2.586,7402.937,10.119,2339.852,0.452,0.178,0.151,0.123,0.452,1.401e-4,7.772e-4,-3.86e-4,0,7.828e-5,0.004,0.004,1.845e-7,0,0,-3.377,716.89,9.257e-4,329.252,1.784,1.615e8,20.32,324.293,0.002,1.171,0.059
7.803,2408.53,2828.53,577.349,587.488,56.802,58.156,426.868,0.63,426.869,89.915,108.677,12.479,47.99,-81.864,9.421e-4,73.103,0.099,0.158,79.34,89.889,7.464e4,1.394e4,153.869,0.636,9.8,371.951,319.313,2.59,7399.538,10.116,2340.211,0.452,0.178,0.151,0.123,0.452,1.262e-4,6.532e-4,-3.714e-4,0,7.822e-5,0.004,0.004,1.94e-7,0,0,-3.385,716.771,9.256e-4,329.247,1.784,1.615e8,20.32,324.293,0.003,1.172,0.059
7.807,2410.479,2830.479,577.54,587.684,56.739,58.093,427.235,0.631,427.235,89.915,108.719,12.469,47.99,-81.864,7.854e-4,73.128,0.104,0.155,79.339,89.889,7.463e4,1.393e4,153.859,0.636,9.8,372.145,319.304,2.6,7394.439,10.11,2340.748,0.452,0.178,0.151,0.123,0.452,1.05e-4,-1.48e-4,-1.409e-4,0,7.814e-5,0.004,0.004,2.121e-7,0,0,-3.398,716.593,9.254e-4,329.24,1.785,1.615e8,20.32,324.293,0.005,1.172,0.059
7.812,2413.404,2833.404,577.827,587.978,56.646,57.998,427.785,0.632,427.786,89.915,108.782,12.453,47.99,-81.864,5.476e-4,73.166,0.115,0.147,79.338,89.887,7.461e4,1.391e4,153.843,0.636,9.8,372.699,319.291,2.628,7386.791,10.103,2341.55,0.452,0.178,0.151,0.123,0.452,7.293e-5,-5.521e-5,-2.958e-4,0,7.802e-5,0.004,0.004,2.587e-7,0,0,-3.417,716.326,9.252e-4,329.228,1.786,1.616e8,20.32,324.293,0.008,1.173,0.059
7.819,2417.874,2837.874,578.265,588.426,56.503,57.854,428.627,0.634,428.628,89.915,108.878,12.428,47.99,-81.864,1.936e-4,73.223,0.169,0.081,79.337,89.885,7.458e4,1.387e4,153.82,0.636,9.8,375.658,319.271,2.775,7375.107,10.091,2342.768,0.451,0.178,0.151,0.123,0.451,2.536e-5,4.552e-4,-9.244e-5,0,7.784e-5,0.004,0.004,5.581e-7,0,0,-3.446,715.917,9.247e-4,329.211,1.787,1.616e8,20.32,324.293,0.01,1.174,0.059
