# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0.116,0.247,420.247,6.377,6.449,92.247,93.154,0.04,3.535e-8,0.04,90,0.96,12.964,47.99,-81.87,0.565,0,0,0,82,90,1.095e5,4.877e4,170.468,0.816,9.808,NaN,322.863,NaN,1.126e4,10.489,0.418,0.527,0.398,0.023,0.106,0.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.962,0.001,338.734,0.019,2.156e6,20.32,324.293,0.002,0.07,6.38e-4
0.118,0.26,420.26,6.561,6.635,92.215,93.121,0.042,3.63e-8,0.042,90,0.986,12.96,47.99,-81.87,0.549,0,0,0,82,90,1.095e5,4.876e4,170.47,0.816,9.808,NaN,322.876,NaN,1.126e4,10.485,0.441,0.525,0.396,0.023,0.106,0.525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.961,0.001,338.733,0.02,2.218e6,20.32,324.293,0.002,0.071,6.564e-4
0.12,0.273,420.273,6.745,6.821,92.182,93.088,0.044,3.725e-8,0.044,90,1.012,12.955,47.99,-81.87,0.534,0,0,0,82,90,1.094e5,4.874e4,170.471,0.816,9.808,NaN,322.889,NaN,1.125e4,10.482,0.464,0.523,0.394,0.023,0.106,0.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.959,0.001,338.733,0.02,2.28e6,20.32,324.293,0.002,0.072,6.747e-4
0.122,0.287,420.287,6.93,7.007,92.15,93.055,0.046,3.82e-8,0.046,90,1.038,12.951,47.99,-81.87,0.52,0,0,0,82,90,1.094e5,4.873e4,170.472,0.816,9.808,NaN,322.901,NaN,1.125e4,10.479,0.488,0.521,0.392,0.023,0.106,0.521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.957,0.001,338.733,0.021,2.342e6,20.32,324.293,0.002,0.072,6.931e-4
0.124,0.301,420.301,7.114,7.193,92.117,93.023,0.048,3.915e-8,0.048,90,1.064,12.946,47.99,-81.87,0.506,0,0,0,82,90,1.094e5,4.872e4,170.473,0.816,9.808,NaN,322.914,NaN,1.124e4,10.476,0.513,0.519,0.39,0.023,0.106,0.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.956,0.001,338.733,0.021,2.405e6,20.32,324.293,0.001,0.073,7.115e-4
0.125,0.311,420.311,7.241,7.322,92.095,93,0.05,3.981e-8,0.05,90,1.082,12.943,47.99,-81.87,0.498,0,0,0,82,90,1.094e5,4.872e4,170.474,0.816,9.808,NaN,322.923,NaN,1.124e4,10.473,0.53,0.518,0.389,0.023,0.106,0.518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.955,0.001,338.733,0.022,2.447e6,20.32,324.293,0.002,0.074,7.242e-4
0.127,0.325,420.325,7.425,7.508,91.991,92.895,0.052,4.075e-8,0.052,90,1.108,12.928,47.99,-81.87,0.485,0,0,0,82,90,1.094e5,4.871e4,170.48,0.816,9.808,NaN,322.943,NaN,1.123e4,10.463,0.555,0.516,0.387,0.023,0.106,0.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.953,0.001,338.733,0.022,2.51e6,20.32,324.293,0.002,0.075,7.426e-4
0.129,0.34,420.34,7.609,7.693,91.887,92.79,0.054,4.17e-8,0.054,90,1.134,12.914,47.99,-81.87,0.473,0,0,0,82,90,1.094e5,4.87e4,170.485,0.816,9.808,NaN,322.964,NaN,1.121e4,10.452,0.581,0.514,0.386,0.023,0.106,0.514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.951,0.001,338.733,0.023,2.572e6,20.32,324.293,0.002,0.076,7.609e-4
0.131,0.356,420.356,7.793,7.879,91.783,92.685,0.056,4.265e-8,0.056,90,1.159,12.899,47.99,-81.87,0.462,0,0,0,82,90,1.094e5,4.869e4,170.491,0.816,9.808,NaN,322.985,NaN,1.12e4,10.441,0.607,0.512,0.384,0.023,0.106,0.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.949,0.001,338.733,0.023,2.634e6,20.32,324.293,0.002,0.076,7.792e-4
0.133,0.372,420.372,7.976,8.064,91.679,92.58,0.059,4.36e-8,0.059,90,1.185,12.885,47.99,-81.87,0.452,0,0,0,82,90,1.094e5,4.868e4,170.496,0.816,9.808,NaN,323.006,NaN,1.119e4,10.43,0.634,0.511,0.382,0.023,0.106,0.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.268,963.947,0.001,338.733,0.024,2.696e6,20.32,324.293,0.002,0.077,7.975e-4
0.135,0.388,420.388,8.16,8.249,91.574,92.474,0.061,4.455e-8,0.061,90,1.211,12.87,47.99,-81.87,0.442,0,0,0,82,90,1.094e5,4.867e4,170.502,0.815,9.808,NaN,323.027,NaN,1.118e4,10.42,0.662,0.509,0.381,0.023,0.106,0.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.946,0.001,338.733,0.024,2.757e6,20.32,324.293,0.002,0.078,8.158e-4
0.137,0.404,420.404,8.343,8.434,91.47,92.369,0.064,4.55e-8,0.064,90,1.237,12.855,47.99,-81.87,0.432,0,0,0,82,90,1.094e5,4.866e4,170.507,0.815,9.808,NaN,323.048,NaN,1.116e4,10.409,0.689,0.508,0.379,0.023,0.106,0.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.944,0.001,338.733,0.025,2.819e6,20.32,324.293,0.002,0.079,8.34e-4
0.139,0.421,420.421,8.526,8.619,91.366,92.264,0.066,4.645e-8,0.066,90,1.262,12.841,47.99,-81.87,0.423,0,0,0,82,90,1.093e5,4.865e4,170.513,0.815,9.808,NaN,323.068,NaN,1.115e4,10.398,0.718,0.506,0.378,0.023,0.106,0.507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.942,0.001,338.733,0.025,2.881e6,20.32,324.293,0.002,0.08,8.523e-4
0.141,0.438,420.438,8.708,8.803,91.262,92.159,0.069,4.74e-8,0.069,90,1.288,12.826,47.99,-81.87,0.414,0,0,0,82,90,1.093e5,4.864e4,170.519,0.815,9.808,NaN,323.089,NaN,1.114e4,10.388,0.747,0.505,0.376,0.023,0.106,0.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.94,0.001,338.733,0.026,2.943e6,20.32,324.293,0.002,0.081,8.705e-4
0.143,0.456,420.456,8.891,8.987,91.158,92.053,0.071,4.835e-8,0.071,90,1.314,12.811,47.99,-81.87,0.405,0,0,0,82,90,1.093e5,4.863e4,170.524,0.815,9.808,NaN,323.11,NaN,1.113e4,10.377,0.776,0.504,0.375,0.023,0.106,0.504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.938,0.001,338.733,0.027,3.004e6,20.32,324.293,0.002,0.082,8.887e-4
0.145,0.474,420.474,9.073,9.171,91.053,91.948,0.074,4.93e-8,0.074,90,1.339,12.797,47.99,-81.87,0.397,0,0,0,82,90,1.093e5,4.862e4,170.53,0.815,9.808,NaN,323.131,NaN,1.111e4,10.366,0.806,0.502,0.374,0.023,0.106,0.502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.935,0.001,338.733,0.027,3.066e6,20.32,324.293,0.002,0.085,9.069e-4
0.147,0.492,420.492,9.249,9.349,90.952,91.846,0.077,5.022e-8,0.077,90,1.364,12.783,47.99,-81.87,0.39,0,0,0,82,90,1.093e5,4.861e4,170.535,0.815,9.808,NaN,323.151,NaN,1.11e4,10.356,0.836,0.501,0.372,0.023,0.106,0.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.933,0.001,338.733,0.028,3.125e6,20.32,324.293,0.002,0.086,9.244e-4
0.149,0.51,420.51,9.431,9.532,90.863,91.756,0.079,5.117e-8,0.079,90,1.39,12.77,47.99,-81.87,0.382,0,0,0,82,90,1.093e5,4.86e4,170.538,0.815,9.808,NaN,323.167,NaN,1.109e4,10.347,0.866,0.5,0.371,0.023,0.106,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.931,0.001,338.733,0.028,3.186e6,20.32,324.293,0.002,0.087,9.425e-4
0.151,0.529,420.529,9.612,9.716,90.774,91.666,0.082,5.212e-8,0.082,90,1.415,12.757,47.99,-81.87,0.375,0,0,0,82,90,1.093e5,4.859e4,170.541,0.815,9.808,NaN,323.183,NaN,1.108e4,10.338,0.898,0.498,0.37,0.023,0.106,0.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.267,963.929,0.001,338.732,0.029,3.248e6,20.32,324.293,0.002,0.088,9.606e-4
0.153,0.549,420.549,9.794,9.899,90.685,91.576,0.085,5.307e-8,0.085,90,1.441,12.745,47.99,-81.87,0.368,0,0,0,82,90,1.093e5,4.858e4,170.544,0.815,9.808,NaN,323.198,NaN,1.107e4,10.328,0.93,0.497,0.369,0.023,0.106,0.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.927,0.001,338.732,0.029,3.309e6,20.32,324.293,0.002,0.089,9.787e-4
0.155,0.568,420.568,9.975,10.082,90.595,91.486,0.088,5.402e-8,0.088,90,1.466,12.732,47.99,-81.87,0.361,0,0,0,82,90,1.093e5,4.857e4,170.548,0.815,9.808,NaN,323.214,NaN,1.106e4,10.319,0.962,0.496,0.367,0.023,0.106,0.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.924,0.001,338.732,0.03,3.37e6,20.32,324.293,0.002,0.09,9.968e-4
0.157,0.589,420.589,10.156,10.265,90.506,91.395,0.091,5.497e-8,0.091,90,1.492,12.72,47.99,-81.87,0.355,0,0,0,82,90,1.093e5,4.856e4,170.551,0.815,9.808,NaN,323.23,NaN,1.105e4,10.31,0.995,0.495,0.366,0.023,0.106,0.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.922,0.001,338.732,0.03,3.431e6,20.32,324.293,0.002,0.091,0.001
0.159,0.609,420.609,10.337,10.448,90.416,91.305,0.094,5.591e-8,0.094,90,1.517,12.707,47.99,-81.87,0.349,0,0,0,82,90,1.092e5,4.855e4,170.554,0.815,9.808,NaN,323.246,NaN,1.104e4,10.301,1.028,0.494,0.365,0.023,0.106,0.494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.92,0.001,338.732,0.031,3.492e6,20.32,324.293,0.002,0.092,0.001
0.161,0.63,420.63,10.518,10.63,90.327,91.215,0.097,5.686e-8,0.097,90,1.542,12.695,47.99,-81.87,0.343,0,0,0,82,90,1.092e5,4.854e4,170.557,0.815,9.808,NaN,323.261,NaN,1.103e4,10.292,1.062,0.493,0.364,0.023,0.106,0.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.917,0.001,338.732,0.031,3.553e6,20.32,324.293,0.002,0.092,0.001
0.163,0.651,420.651,10.698,10.813,90.238,91.124,0.1,5.781e-8,0.1,90,1.568,12.682,47.99,-81.87,0.337,0,0,0,82,90,1.092e5,4.853e4,170.56,0.815,9.808,NaN,323.277,NaN,1.102e4,10.283,1.096,0.491,0.363,0.023,0.106,0.492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.915,0.001,338.732,0.032,3.614e6,20.32,324.293,0.002,0.093,0.001
0.165,0.673,420.673,10.879,10.995,90.148,91.034,0.103,5.876e-8,0.103,90,1.593,12.67,47.99,-81.87,0.331,0,0,0,82,90,1.092e5,4.851e4,170.563,0.815,9.808,NaN,323.293,NaN,1.1e4,10.273,1.131,0.49,0.362,0.023,0.106,0.491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.266,963.912,0.001,338.732,0.032,3.675e6,20.32,324.293,0.002,0.094,0.001
0.167,0.695,420.695,11.059,11.177,90.059,90.944,0.106,5.971e-8,0.106,90,1.618,12.657,47.99,-81.87,0.326,0,0,0,82,90,1.092e5,4.85e4,170.566,0.815,9.808,NaN,323.309,NaN,1.099e4,10.264,1.167,0.489,0.361,0.023,0.106,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.91,0.001,338.732,0.033,3.736e6,20.32,324.293,0.002,0.095,0.001
0.169,0.717,420.717,11.239,11.358,89.969,90.853,0.11,6.066e-8,0.11,90,1.644,12.644,47.99,-81.87,0.321,0,0,0,82,90,1.092e5,4.849e4,170.569,0.815,9.808,NaN,323.324,NaN,1.098e4,10.255,1.202,0.488,0.36,0.023,0.106,0.488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.907,0.001,338.732,0.034,3.797e6,20.32,324.293,0.002,0.095,0.001
0.171,0.74,420.74,11.419,11.54,89.88,90.763,0.113,6.161e-8,0.113,90,1.669,12.632,47.99,-81.87,0.316,0,0,0,82,90,1.092e5,4.848e4,170.573,0.815,9.808,NaN,323.34,NaN,1.097e4,10.246,1.238,0.487,0.359,0.023,0.106,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.904,0.001,338.732,0.034,3.857e6,20.32,324.293,0.002,0.096,0.001
0.173,0.759,420.759,11.569,11.692,89.805,90.687,0.116,6.241e-8,0.116,90,1.69,12.621,47.99,-81.87,0.312,0,0,0,82,90,1.092e5,4.848e4,170.575,0.815,9.808,NaN,323.353,NaN,1.096e4,10.238,1.269,0.487,0.358,0.023,0.106,0.487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.902,0.001,338.732,0.035,3.908e6,20.32,324.293,0.002,0.098,0.001
0.175,0.782,420.782,11.749,11.873,89.752,90.634,0.119,6.336e-8,0.119,90,1.715,12.614,47.99,-81.87,0.307,0,0,0,82,90,1.092e5,4.847e4,170.577,0.814,9.808,NaN,323.366,NaN,1.096e4,10.233,1.306,0.486,0.357,0.023,0.106,0.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.899,0.001,338.731,0.035,3.969e6,20.32,324.293,0.002,0.1,0.001
0.177,0.806,420.806,11.928,12.054,89.7,90.582,0.123,6.431e-8,0.123,90,1.741,12.607,47.99,-81.87,0.302,0,0,0,82,90,1.092e5,4.846e4,170.579,0.814,9.808,NaN,323.379,NaN,1.095e4,10.227,1.344,0.485,0.356,0.023,0.106,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.897,0.001,338.731,0.036,4.029e6,20.32,324.293,0.002,0.101,0.001
0.179,0.83,420.83,12.107,12.236,89.648,90.529,0.126,6.525e-8,0.126,90,1.766,12.599,47.99,-81.87,0.298,0,0,0,82,90,1.091e5,4.845e4,170.581,0.814,9.808,NaN,323.392,NaN,1.094e4,10.222,1.382,0.484,0.355,0.023,0.106,0.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.265,963.894,0.001,338.731,0.036,4.09e6,20.32,324.293,0.002,0.102,0.001
0.181,0.854,420.854,12.287,12.417,89.595,90.476,0.13,6.62e-8,0.13,90,1.791,12.592,47.99,-81.87,0.293,0,0,0,82,90,1.091e5,4.844e4,170.582,0.814,9.808,NaN,323.405,NaN,1.094e4,10.217,1.42,0.483,0.354,0.023,0.106,0.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.891,0.001,338.731,0.037,4.15e6,20.32,324.293,0.002,0.103,0.001
0.183,0.879,420.879,12.466,12.597,89.543,90.423,0.133,6.715e-8,0.133,90,1.816,12.584,47.99,-81.87,0.289,0,0,0,82,90,1.091e5,4.843e4,170.584,0.814,9.808,NaN,323.418,NaN,1.093e4,10.211,1.459,0.482,0.353,0.023,0.106,0.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.888,0.001,338.731,0.037,4.211e6,20.32,324.293,0.002,0.104,0.001
0.185,0.904,420.904,12.645,12.778,89.49,90.37,0.137,6.81e-8,0.137,90,1.841,12.577,47.99,-81.87,0.285,0,0,0,82,90,1.091e5,4.842e4,170.586,0.814,9.808,NaN,323.431,NaN,1.092e4,10.206,1.499,0.481,0.352,0.023,0.106,0.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.885,0.001,338.731,0.038,4.271e6,20.32,324.293,0.002,0.104,0.001
0.187,0.93,420.93,12.824,12.959,89.438,90.317,0.141,6.905e-8,0.141,90,1.866,12.57,47.99,-81.87,0.281,0,0,0,82,90,1.091e5,4.841e4,170.588,0.814,9.808,NaN,323.444,NaN,1.092e4,10.201,1.539,0.48,0.352,0.023,0.106,0.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.882,0.001,338.731,0.038,4.332e6,20.32,324.293,0.002,0.105,0.001
0.189,0.955,420.955,13.003,13.139,89.385,90.264,0.144,7e-8,0.144,90,1.892,12.562,47.99,-81.87,0.277,0,0,0,82,90,1.091e5,4.84e4,170.59,0.814,9.808,NaN,323.457,NaN,1.091e4,10.195,1.579,0.479,0.351,0.023,0.106,0.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.879,0.001,338.731,0.039,4.392e6,20.32,324.293,0.002,0.106,0.001
0.191,0.982,420.982,13.181,13.32,89.333,90.211,0.148,7.095e-8,0.148,90,1.917,12.555,47.99,-81.87,0.273,0,0,0,82,90,1.091e5,4.839e4,170.591,0.814,9.808,NaN,323.47,NaN,1.09e4,10.19,1.62,0.479,0.35,0.023,0.106,0.479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.264,963.876,0.001,338.731,0.039,4.452e6,20.32,324.293,0.002,0.107,0.001
0.193,1.008,421.008,13.36,13.5,89.28,90.158,0.152,7.19e-8,0.152,90,1.942,12.548,47.99,-81.87,0.27,0,0,0,82,90,1.091e5,4.838e4,170.593,0.814,9.808,NaN,323.483,NaN,1.09e4,10.185,1.661,0.478,0.349,0.023,0.106,0.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.873,0.001,338.731,0.04,4.513e6,20.32,324.293,0.002,0.107,0.001
0.195,1.033,421.033,13.526,13.668,89.232,90.109,0.156,7.278e-8,0.156,90,1.965,12.541,47.99,-81.87,0.267,0,0,0,82,90,1.091e5,4.837e4,170.595,0.814,9.808,NaN,323.495,NaN,1.089e4,10.18,1.7,0.477,0.348,0.023,0.106,0.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.87,0.001,338.73,0.04,4.569e6,20.32,324.293,0.002,0.108,0.001
0.197,1.06,421.06,13.704,13.848,89.161,90.037,0.16,7.373e-8,0.16,90,1.99,12.531,47.99,-81.87,0.263,0,0,0,82,90,1.091e5,4.836e4,170.596,0.814,9.808,NaN,323.507,NaN,1.088e4,10.172,1.743,0.476,0.348,0.023,0.106,0.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.867,0.001,338.73,0.041,4.629e6,20.32,324.293,0.002,0.109,0.001
0.199,1.088,421.088,13.882,14.028,89.089,89.965,0.164,7.468e-8,0.164,90,2.015,12.521,47.99,-81.87,0.26,0,0,0,82,90,1.09e5,4.835e4,170.598,0.814,9.808,NaN,323.519,NaN,1.087e4,10.165,1.785,0.475,0.347,0.023,0.106,0.476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.863,0.001,338.73,0.041,4.689e6,20.32,324.293,0.002,0.11,0.001
0.201,1.116,421.116,14.061,14.208,89.018,89.893,0.168,7.563e-8,0.168,90,2.04,12.511,47.99,-81.87,0.256,0,0,0,82,90,1.09e5,4.834e4,170.599,0.814,9.808,NaN,323.532,NaN,1.086e4,10.158,1.828,0.475,0.346,0.023,0.106,0.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.86,0.001,338.73,0.042,4.749e6,20.32,324.293,0.002,0.111,0.001
0.203,1.144,421.144,14.239,14.388,88.947,89.821,0.172,7.658e-8,0.172,90,2.065,12.501,47.99,-81.87,0.253,0,0,0,82,90,1.09e5,4.833e4,170.601,0.814,9.808,NaN,323.544,NaN,1.085e4,10.15,1.872,0.474,0.345,0.023,0.106,0.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.263,963.857,0.001,338.73,0.042,4.809e6,20.32,324.293,0.002,0.112,0.001
0.205,1.173,421.173,14.416,14.567,88.876,89.749,0.176,7.753e-8,0.176,90,2.09,12.491,47.99,-81.87,0.25,0,0,0,82,90,1.09e5,4.832e4,170.602,0.814,9.808,NaN,323.556,NaN,1.085e4,10.143,1.916,0.473,0.345,0.023,0.106,0.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.853,0.001,338.73,0.043,4.869e6,20.32,324.293,0.002,0.113,0.001
0.207,1.202,421.202,14.594,14.747,88.805,89.677,0.18,7.848e-8,0.18,90,2.115,12.481,47.99,-81.87,0.247,0,0,0,82,90,1.09e5,4.831e4,170.604,0.814,9.808,NaN,323.568,NaN,1.084e4,10.136,1.961,0.473,0.344,0.023,0.106,0.473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.85,0.001,338.73,0.044,4.929e6,20.32,324.293,0.002,0.114,0.001
0.209,1.231,421.231,14.772,14.926,88.733,89.605,0.184,7.943e-8,0.184,90,2.14,12.471,47.99,-81.87,0.244,0,0,0,82,90,1.09e5,4.83e4,170.605,0.814,9.808,NaN,323.58,NaN,1.083e4,10.128,2.005,0.472,0.343,0.023,0.106,0.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.847,0.001,338.73,0.044,4.989e6,20.32,324.293,0.002,0.115,0.001
0.211,1.261,421.261,14.949,15.105,88.662,89.533,0.189,8.038e-8,0.189,90,2.165,12.461,47.99,-81.87,0.241,0,0,0,82,90,1.09e5,4.829e4,170.607,0.814,9.808,NaN,323.592,NaN,1.082e4,10.121,2.051,0.471,0.342,0.023,0.106,0.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.843,0.001,338.73,0.045,5.049e6,20.32,324.293,0.002,0.116,0.001
0.213,1.291,421.291,15.126,15.284,88.591,89.461,0.193,8.133e-8,0.193,90,2.19,12.451,47.99,-81.87,0.238,0,0,0,82,90,1.09e5,4.828e4,170.608,0.813,9.808,NaN,323.604,NaN,1.081e4,10.114,2.097,0.47,0.342,0.023,0.106,0.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.262,963.84,0.001,338.729,0.045,5.109e6,20.32,324.293,0.002,0.118,0.002
0.215,1.321,421.321,15.303,15.463,88.519,89.389,0.198,8.228e-8,0.198,90,2.215,12.441,47.99,-81.87,0.236,0,0,0,82,90,1.09e5,4.827e4,170.61,0.813,9.808,NaN,323.616,NaN,1.08e4,10.107,2.143,0.47,0.341,0.023,0.106,0.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.836,0.001,338.729,0.046,5.168e6,20.32,324.293,0.002,0.119,0.002
0.217,1.352,421.352,15.477,15.638,88.45,89.319,0.202,8.321e-8,0.202,90,2.239,12.431,47.99,-81.87,0.233,0,0,0,82,90,1.09e5,4.826e4,170.611,0.813,9.808,NaN,323.628,NaN,1.079e4,10.099,2.189,0.469,0.34,0.023,0.106,0.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.833,0.001,338.729,0.046,5.227e6,20.32,324.293,0.002,0.121,0.002
0.219,1.383,421.383,15.654,15.817,88.419,89.288,0.206,8.416e-8,0.206,90,2.264,12.426,47.99,-81.87,0.23,0,0,0,82,90,1.089e5,4.825e4,170.612,0.813,9.808,NaN,323.639,NaN,1.079e4,10.096,2.236,0.468,0.34,0.023,0.106,0.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.829,0.001,338.729,0.047,5.287e6,20.32,324.293,0.002,0.121,0.002
0.221,1.414,421.414,15.831,15.995,88.388,89.256,0.211,8.511e-8,0.211,90,2.289,12.422,47.99,-81.87,0.228,0,0,0,82,90,1.089e5,4.824e4,170.612,0.813,9.808,NaN,323.649,NaN,1.078e4,10.093,2.284,0.468,0.339,0.023,0.106,0.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.825,0.001,338.729,0.047,5.346e6,20.32,324.293,0.002,0.122,0.002
0.223,1.446,421.446,16.007,16.174,88.357,89.225,0.216,8.606e-8,0.216,90,2.314,12.418,47.99,-81.87,0.225,0,0,0,82,90,1.089e5,4.823e4,170.613,0.813,9.808,NaN,323.659,NaN,1.078e4,10.09,2.332,0.467,0.338,0.023,0.106,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.261,963.821,0.001,338.729,0.048,5.406e6,20.32,324.293,0.002,0.123,0.002
0.225,1.478,421.478,16.184,16.352,88.326,89.194,0.22,8.701e-8,0.22,90,2.339,12.413,47.99,-81.87,0.223,0,0,0,82,90,1.089e5,4.822e4,170.613,0.813,9.808,NaN,323.67,NaN,1.078e4,10.087,2.38,0.467,0.338,0.023,0.106,0.467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.26,963.818,0.001,338.729,0.048,5.466e6,20.32,324.293,0.002,0.123,0.002
0.227,1.511,421.511,16.361,16.53,88.295,89.163,0.225,8.796e-8,0.225,90,2.364,12.409,47.99,-81.87,0.22,0,0,0,82,90,1.089e5,4.821e4,170.614,0.813,9.808,NaN,323.68,NaN,1.077e4,10.084,2.429,0.466,0.337,0.023,0.106,0.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.26,963.814,0.001,338.729,0.049,5.525e6,20.32,324.293,0.002,0.124,0.002
0.229,1.544,421.544,16.537,16.709,88.264,89.132,0.23,8.891e-8,0.23,90,2.388,12.405,47.99,-81.87,0.218,0,0,0,82,90,1.089e5,4.82e4,170.615,0.813,9.808,NaN,323.691,NaN,1.077e4,10.081,2.479,0.465,0.337,0.023,0.106,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,12.26,963.81,0.001,338.728,0.049,5.585e6,20.32,324.293,0.002,0.125,0.002
