# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
466.518,543.257,963.272,-13.045,18.321,10.938,10.941,-2535.319,-2652.963,3669.612,223.701,12.865,0.244,47.942,-81.907,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,1289.229,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.767,10,14.175,926.12,0.001,339.889,0.038,4.507e6,20.32,324.293,0.091,1.145,3.244e-4,188.458
466.609,542.111,962.125,-12.045,17.613,7.882,7.884,-2535.513,-2654.122,3670.584,223.691,12.851,0.196,47.942,-81.907,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,1099.29,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.764,10,14.183,926.249,0.001,339.894,0.035,4.162e6,20.32,324.293,0.127,1.145,3.672e-4,174.188
466.736,540.646,960.661,-11.045,16.933,5.07,5.072,-2535.784,-2655.728,3671.933,223.676,12.834,0.149,47.941,-81.907,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,924.498,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.76,10,14.193,926.414,0.001,339.9,0.032,3.817e6,20.32,324.293,0.197,1.145,4.275e-4,161.016
466.933,538.567,958.581,-10.046,16.283,2.501,2.504,-2536.209,-2658.221,3674.03,223.654,12.815,0.104,47.941,-81.907,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,764.871,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.755,10,14.208,926.647,0.001,339.909,0.03,3.472e6,20.32,324.293,0.399,1.145,4.989e-4,148.922
467.332,534.754,954.768,-9.046,15.662,0.178,0.187,-2537.079,-2663.259,3678.277,223.61,12.785,0.056,47.941,-81.907,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,620.494,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.745,10,14.234,927.075,0.001,339.925,0.027,3.128e6,20.32,324.293,0.453,1.146,5.767e-4,137.836
467.785,530.674,950.688,-8.966,15.599,0.005,0.038,-2538.074,-2668.96,3683.092,223.56,12.765,0.038,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.681,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.734,10,14.263,927.534,0.001,339.942,0.026,3.101e6,20.32,324.293,0.457,1.146,5.822e-4,136.783
468.242,526.577,946.592,-8.964,15.585,0.004,0.03,-2539.081,-2674.702,3687.949,223.51,12.75,0.03,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.635,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.724,10,14.292,927.994,0.001,339.96,0.026,3.101e6,20.32,324.293,0.457,1.146,5.812e-4,136.596
468.699,522.483,942.497,-8.962,15.574,0.004,0.026,-2540.09,-2680.437,3692.803,223.46,12.737,0.026,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.636,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.713,10,14.321,928.454,0.001,339.977,0.026,3.101e6,20.32,324.293,0.457,1.146,5.803e-4,136.447
469.156,518.389,938.404,-8.96,15.563,0.004,0.025,-2541.099,-2686.164,3697.656,223.41,12.725,0.024,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.637,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.703,10,14.35,928.914,0.001,339.995,0.026,3.102e6,20.32,324.293,0.457,1.146,5.794e-4,136.315
469.613,514.298,934.312,-8.958,15.553,0.004,0.024,-2542.107,-2691.885,3702.506,223.361,12.714,0.024,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.637,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.692,10,14.379,929.374,0.001,340.012,0.026,3.102e6,20.32,324.293,0.457,1.146,5.784e-4,136.192
470.069,510.208,930.222,-8.957,15.543,0.004,0.024,-2543.114,-2697.599,3707.354,223.312,12.703,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.638,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.682,10,14.407,929.833,0.001,340.03,0.026,3.102e6,20.32,324.293,0.457,1.146,5.775e-4,136.073
470.526,506.119,926.134,-8.955,15.533,0.004,0.024,-2544.121,-2703.308,3712.2,223.262,12.693,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.638,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.671,10,14.436,930.293,0.001,340.047,0.026,3.103e6,20.32,324.293,0.456,1.146,5.766e-4,135.956
470.982,502.033,922.047,-8.953,15.524,0.004,0.023,-2545.127,-2709.011,3717.043,223.213,12.682,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.639,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.661,10,14.465,930.752,0.001,340.065,0.026,3.103e6,20.32,324.293,0.456,1.147,5.756e-4,135.84
471.439,497.947,917.962,-8.951,15.514,0.004,0.023,-2546.131,-2714.708,3721.884,223.165,12.671,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.639,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.65,10,14.494,931.211,0.001,340.082,0.026,3.103e6,20.32,324.293,0.456,1.147,5.747e-4,135.725
471.895,493.864,913.878,-8.949,15.505,0.004,0.023,-2547.135,-2720.399,3726.723,223.116,12.661,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.64,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.64,10,14.522,931.669,0.001,340.099,0.026,3.104e6,20.32,324.293,0.456,1.147,5.737e-4,135.61
472.351,489.782,909.796,-8.948,15.495,0.004,0.023,-2548.138,-2726.084,3731.56,223.068,12.65,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.641,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.629,10,14.551,932.128,0.001,340.117,0.026,3.104e6,20.32,324.293,0.456,1.147,5.728e-4,135.495
472.807,485.701,905.716,-8.946,15.485,0.004,0.023,-2549.139,-2731.764,3736.394,223.019,12.64,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.641,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.619,10,14.58,932.586,0.001,340.134,0.026,3.104e6,20.32,324.293,0.456,1.147,5.719e-4,135.381
473.263,481.623,901.637,-8.944,15.476,0.004,0.023,-2550.14,-2737.437,3741.226,222.971,12.629,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.642,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.608,10,14.609,933.045,0.001,340.152,0.026,3.105e6,20.32,324.293,0.456,1.147,5.709e-4,135.266
473.719,477.545,897.56,-8.942,15.466,0.004,0.023,-2551.139,-2743.105,3746.056,222.923,12.619,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.642,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.598,10,14.637,933.503,0.001,340.169,0.026,3.105e6,20.32,324.293,0.456,1.147,5.7e-4,135.152
474.175,473.47,893.484,-8.941,15.457,0.004,0.023,-2552.138,-2748.767,3750.883,222.876,12.608,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.643,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.587,10,14.666,933.961,0.001,340.187,0.026,3.106e6,20.32,324.293,0.456,1.147,5.691e-4,135.037
474.631,469.396,889.41,-8.939,15.447,0.004,0.023,-2553.135,-2754.423,3755.708,222.828,12.598,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.643,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.577,10,14.695,934.418,0.001,340.204,0.026,3.106e6,20.32,324.293,0.456,1.147,5.681e-4,134.923
475.086,465.324,885.338,-8.937,15.438,0.004,0.023,-2554.132,-2760.073,3760.531,222.781,12.587,0.023,47.941,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.644,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.566,10,14.723,934.876,0.001,340.221,0.026,3.106e6,20.32,324.293,0.456,1.147,5.672e-4,134.808
475.542,461.253,881.267,-8.936,15.428,0.004,0.023,-2555.127,-2765.718,3765.351,222.734,12.577,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.644,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.556,10,14.752,935.333,0.001,340.239,0.026,3.107e6,20.32,324.293,0.455,1.147,5.663e-4,134.694
475.997,457.183,877.198,-8.934,15.418,0.004,0.023,-2556.122,-2771.356,3770.169,222.686,12.566,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.645,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.545,10,14.781,935.79,0.001,340.256,0.026,3.107e6,20.32,324.293,0.455,1.148,5.653e-4,134.58
476.452,453.116,873.13,-8.932,15.409,0.004,0.023,-2557.115,-2776.989,3774.984,222.64,12.556,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.646,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.535,10,14.809,936.247,0.001,340.273,0.026,3.107e6,20.32,324.293,0.455,1.148,5.644e-4,134.466
476.908,449.05,869.064,-8.93,15.399,0.004,0.023,-2558.107,-2782.616,3779.797,222.593,12.546,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.646,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.524,10,14.838,936.704,0.001,340.291,0.026,3.108e6,20.32,324.293,0.455,1.148,5.635e-4,134.352
477.363,444.985,865,-8.929,15.39,0.004,0.023,-2559.099,-2788.238,3784.608,222.546,12.535,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.647,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.514,10,14.867,937.161,0.001,340.308,0.026,3.108e6,20.32,324.293,0.455,1.148,5.625e-4,134.238
477.818,440.922,860.937,-8.927,15.38,0.004,0.023,-2560.089,-2793.853,3789.416,222.5,12.525,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.647,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.503,10,14.895,937.617,0.001,340.325,0.026,3.108e6,20.32,324.293,0.455,1.148,5.616e-4,134.123
478.273,436.861,856.875,-8.925,15.371,0.004,0.023,-2561.078,-2799.463,3794.221,222.454,12.514,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.648,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.493,10,14.924,938.073,0.001,340.343,0.026,3.109e6,20.32,324.293,0.455,1.148,5.607e-4,134.009
478.728,432.801,852.816,-8.923,15.361,0.004,0.023,-2562.067,-2805.067,3799.024,222.408,12.504,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.648,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.483,10,14.952,938.53,0.001,340.36,0.026,3.109e6,20.32,324.293,0.455,1.148,5.597e-4,133.896
479.183,428.743,848.757,-8.922,15.352,0.004,0.023,-2563.054,-2810.665,3803.825,222.362,12.493,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.649,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.472,10,14.981,938.985,0.001,340.377,0.026,3.109e6,20.32,324.293,0.455,1.148,5.588e-4,133.782
479.637,424.686,844.701,-8.92,15.342,0.004,0.023,-2564.04,-2816.258,3808.623,222.316,12.483,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.649,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.462,10,15.01,939.441,0.001,340.395,0.026,3.11e6,20.32,324.293,0.455,1.148,5.579e-4,133.668
480.092,420.631,840.646,-8.918,15.333,0.004,0.023,-2565.026,-2821.844,3813.419,222.27,12.472,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.65,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.451,10,15.038,939.897,0.001,340.412,0.026,3.11e6,20.32,324.293,0.455,1.148,5.569e-4,133.554
480.547,416.578,836.592,-8.917,15.323,0.004,0.023,-2566.01,-2827.425,3818.212,222.225,12.462,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.651,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.441,10,15.067,940.352,0.001,340.429,0.026,3.111e6,20.32,324.293,0.454,1.148,5.56e-4,133.44
481.001,412.526,832.54,-8.915,15.314,0.004,0.023,-2566.993,-2833,3823.002,222.18,12.452,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.651,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.43,10,15.095,940.807,0.001,340.447,0.026,3.111e6,20.32,324.293,0.454,1.148,5.551e-4,133.326
481.456,408.475,828.49,-8.913,15.304,0.004,0.023,-2567.975,-2838.57,3827.79,222.135,12.441,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.652,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.42,10,15.124,941.262,0.001,340.464,0.026,3.111e6,20.32,324.293,0.454,1.149,5.541e-4,133.213
481.91,404.427,824.441,-8.911,15.295,0.004,0.023,-2568.957,-2844.134,3832.575,222.09,12.431,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.652,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.41,10,15.152,941.717,0.001,340.481,0.026,3.112e6,20.32,324.293,0.454,1.149,5.532e-4,133.099
482.364,400.379,820.394,-8.91,15.285,0.004,0.023,-2569.937,-2849.692,3837.358,222.045,12.42,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.653,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.399,10,15.181,942.172,0.001,340.498,0.026,3.112e6,20.32,324.293,0.454,1.149,5.523e-4,132.986
482.818,396.334,816.348,-8.908,15.276,0.004,0.023,-2570.916,-2855.244,3842.138,222,12.41,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.653,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.389,10,15.209,942.627,0.001,340.516,0.026,3.112e6,20.32,324.293,0.454,1.149,5.514e-4,132.872
483.272,392.29,812.304,-8.906,15.267,0.004,0.023,-2571.894,-2860.79,3846.916,221.956,12.399,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.654,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.378,10,15.238,943.081,0.001,340.533,0.026,3.113e6,20.32,324.293,0.454,1.149,5.504e-4,132.759
483.726,388.247,808.261,-8.905,15.257,0.004,0.023,-2572.871,-2866.331,3851.691,221.912,12.389,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.654,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.368,10,15.266,943.535,0.001,340.55,0.026,3.113e6,20.32,324.293,0.454,1.149,5.495e-4,132.645
484.18,384.206,804.22,-8.903,15.248,0.004,0.023,-2573.847,-2871.866,3856.463,221.868,12.379,0.023,47.94,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.655,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.358,10,15.295,943.989,0.001,340.567,0.026,3.113e6,20.32,324.293,0.454,1.149,5.486e-4,132.532
484.634,380.166,800.181,-8.901,15.238,0.004,0.023,-2574.823,-2877.396,3861.233,221.824,12.368,0.023,47.939,-81.908,NaN,NaN,NaN,NaN,-10.276,322.343,6.215e4,517.095,178.083,0.595,9.806,0,327.962,-16.14,0,0,609.656,416.07,0,416.07,0,416.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.347,10,15.323,944.443,0.001,340.585,0.026,3.114e6,20.32,324.293,0.454,1.149,5.476e-4,132.418
