# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
3.476,588.172,1008.186,339.804,344.662,92.106,93.825,-60.622,59.023,84.61,314.234,57.665,17.879,47.966,-81.874,0.41,0,-2.681,0.583,79.132,329.36,1.037e5,4.208e4,227.553,0.81,9.806,452.502,354.871,4.805,1.216e4,11.953,1428.149,0.656,0.265,0.176,0.215,0.657,0.114,0.547,6.1e-5,0,0,0,0,-6.017e-4,12.883,9.818,13.858,921.117,0.001,339.697,1.02,1.193e8,20.32,324.293,0.014,0.309,0.029,6.641e4
3.49,592.908,1012.922,341.085,345.966,92.027,93.697,-61.109,59.663,85.405,314.314,57.912,17.609,47.966,-81.874,0.439,0,-1.822,0.506,79.16,329.277,1.036e5,4.2e4,227.502,0.809,9.806,451.103,354.886,4.735,1.215e4,11.957,1444.344,0.659,0.264,0.18,0.215,0.659,0.123,0.581,-1.35e-4,0,0,0,0,-2.756e-4,12.896,9.713,13.825,920.609,0.001,339.677,1.024,1.197e8,20.32,324.293,0.021,0.31,0.029,6.688e4
3.511,600.045,1020.06,343.003,347.918,91.808,93.426,-61.844,60.628,86.605,314.431,58.276,17.315,47.966,-81.874,0.459,0,-0.446,0.455,79.185,329.236,1.035e5,4.187e4,227.436,0.809,9.806,449.373,354.921,4.648,1.213e4,11.954,1468.262,0.663,0.263,0.186,0.213,0.663,0.129,0.601,2.396e-4,0,0,0,0,-1.635e-5,12.915,9.555,13.775,919.844,0.001,339.646,1.029,1.203e8,20.32,324.293,0.011,0.311,0.029,6.759e4
3.522,603.859,1023.873,344.021,348.954,91.677,93.281,-62.236,61.143,87.246,314.493,58.467,17.224,47.966,-81.874,0.457,0,0.3,0.454,79.189,329.254,1.034e5,4.181e4,227.401,0.808,9.806,448.558,354.939,4.607,1.212e4,11.953,1481.022,0.665,0.263,0.189,0.213,0.665,0.129,0.596,1.778e-4,0,0,0,0,7.356e-6,12.925,9.471,13.748,919.436,0.001,339.63,1.033,1.206e8,20.32,324.293,0.017,0.312,0.029,6.797e4
3.539,609.6,1029.614,345.546,350.505,91.432,93.031,-62.827,61.92,88.212,314.584,58.753,17.172,47.966,-81.874,0.44,0,1.4,0.482,79.182,329.332,1.033e5,4.171e4,227.346,0.808,9.806,447.382,354.963,4.548,1.211e4,11.948,1500.204,0.668,0.262,0.194,0.212,0.668,0.125,0.57,-3.861e-4,0,0,0,0,1.586e-4,12.94,9.344,13.707,918.82,0.001,339.606,1.037,1.211e8,20.32,324.293,0.003,0.313,0.029,6.854e4
3.542,610.758,1030.773,345.852,350.817,91.38,92.98,-62.946,62.077,88.407,314.602,58.811,17.174,47.966,-81.874,0.435,0,1.615,0.493,79.179,329.355,1.033e5,4.169e4,227.335,0.808,9.806,447.143,354.968,4.536,1.21e4,11.947,1504.069,0.669,0.262,0.195,0.212,0.669,0.124,0.562,4.215e-4,0,0,0,0,2.106e-4,12.944,9.319,13.699,918.696,0.001,339.601,1.038,1.212e8,20.32,324.293,0.005,0.313,0.029,6.866e4
3.547,612.497,1032.512,346.311,351.284,91.365,92.97,-63.125,62.312,88.7,314.629,58.897,17.199,47.966,-81.874,0.425,0,1.931,0.513,79.173,329.393,1.033e5,4.166e4,227.312,0.808,9.806,446.778,354.968,4.518,1.211e4,11.952,1509.874,0.669,0.262,0.196,0.211,0.67,0.121,0.548,-2.214e-5,0,0,0,0,3.004e-4,12.948,9.28,13.687,918.51,0.001,339.593,1.04,1.213e8,20.32,324.293,0.008,0.314,0.029,6.883e4
3.555,615.111,1035.125,347,351.985,91.351,92.966,-63.394,62.666,89.14,314.669,59.027,17.258,47.966,-81.874,0.408,0,2.389,0.55,79.161,329.459,1.032e5,4.161e4,227.278,0.807,9.806,446.206,354.968,4.49,1.211e4,11.96,1517.33,0.67,0.261,0.198,0.211,0.671,0.117,0.524,-2.662e-4,0,0,0,0,4.581e-4,12.955,9.223,13.669,918.23,0.001,339.582,1.042,1.215e8,20.32,324.293,0.011,0.314,0.029,6.909e4
3.566,619.04,1039.054,348.033,353.036,91.326,92.967,-63.799,63.198,89.802,314.729,59.223,17.388,47.966,-81.874,0.377,0,3.033,0.63,79.139,329.576,1.032e5,4.155e4,227.227,0.807,9.806,445.256,354.968,4.443,1.211e4,11.972,1527.968,0.671,0.261,0.2,0.21,0.672,0.108,0.48,4.819e-4,0,0,0,0,7.339e-4,12.966,9.137,13.641,917.809,0.001,339.565,1.045,1.219e8,20.32,324.293,0.006,0.315,0.029,6.948e4
3.572,621.133,1041.147,348.581,353.594,91.309,92.967,-64.015,63.482,90.154,314.76,59.327,17.478,47.966,-81.874,0.357,0,3.349,0.685,79.125,329.646,1.031e5,4.151e4,227.199,0.807,9.806,444.682,354.968,4.415,1.211e4,11.978,1533.635,0.672,0.261,0.201,0.21,0.672,0.103,0.454,2.636e-4,0,0,0,0,8.92e-4,12.972,9.091,13.626,917.584,0.001,339.556,1.046,1.22e8,20.32,324.293,0.009,0.316,0.029,6.968e4
3.581,624.278,1044.292,349.404,354.432,91.319,93.009,-64.339,63.908,90.684,314.808,59.485,17.645,47.966,-81.874,0.325,0,3.783,0.792,79.1,329.761,1.031e5,4.146e4,227.151,0.807,9.806,443.687,354.958,4.367,1.212e4,11.992,1542.163,0.673,0.26,0.203,0.209,0.673,0.094,0.409,1.074e-4,0,0,0,0,0.001,12.98,9.022,13.604,917.247,0.001,339.543,1.049,1.223e8,20.32,324.293,0.012,0.317,0.029,6.999e4
3.593,628.577,1048.591,350.526,355.574,91.325,93.066,-64.782,64.491,91.41,314.871,59.703,17.919,47.966,-81.874,0.276,0,4.282,1.003,79.061,329.932,1.03e5,4.138e4,227.085,0.806,9.806,441.93,354.946,4.281,1.213e4,12.01,1553.849,0.674,0.26,0.205,0.209,0.674,0.08,0.343,3.845e-5,0,0,0,0,0.001,12.992,8.928,13.574,916.787,0.001,339.525,1.052,1.227e8,20.32,324.293,0.018,0.318,0.03,7.042e4
3.612,635.052,1055.066,352.205,357.285,90.885,92.716,-65.449,65.369,92.502,314.965,60.036,18.334,47.966,-81.874,0.196,0,4.752,1.581,78.992,330.209,1.029e5,4.127e4,227.04,0.806,9.806,437.669,354.991,4.069,1.21e4,11.994,1571.489,0.675,0.259,0.208,0.208,0.675,0.058,0.234,5.198e-5,0,0,0,0,0.002,13.01,8.787,13.528,916.093,0.001,339.497,1.058,1.232e8,20.32,324.293,0.003,0.319,0.03,7.105e4
3.615,636.259,1056.274,352.516,357.603,90.802,92.651,-65.573,65.533,92.706,314.983,60.098,18.421,47.966,-81.874,0.181,0,4.784,1.751,78.978,330.263,1.029e5,4.125e4,227.032,0.806,9.806,436.521,355,4.012,1.21e4,11.99,1574.783,0.676,0.259,0.209,0.208,0.676,0.054,0.213,-8.354e-6,0,0,0,0,0.002,13.013,8.76,13.52,915.963,0.001,339.492,1.059,1.233e8,20.32,324.293,0.005,0.32,0.03,7.117e4
3.62,638.073,1058.087,352.983,358.079,90.777,92.658,-65.76,65.78,93.013,315.009,60.193,18.577,47.966,-81.874,0.158,0,4.779,2.067,78.956,330.344,1.029e5,4.122e4,227.015,0.805,9.806,434.51,355.008,3.913,1.21e4,11.996,1579.736,0.676,0.259,0.21,0.207,0.676,0.047,0.182,-4.761e-4,0,0,0,0,0.002,13.018,8.721,13.507,915.769,0.001,339.484,1.06,1.234e8,20.32,324.293,0.008,0.32,0.03,7.135e4
3.628,640.798,1060.812,353.683,358.793,90.752,92.684,-66.041,66.15,93.473,315.047,60.336,18.825,47.966,-81.874,0.124,0,4.584,2.739,78.923,330.465,1.028e5,4.118e4,226.991,0.805,9.806,430.851,355.02,3.732,1.21e4,12.005,1585.701,0.676,0.258,0.211,0.207,0.676,0.038,0.139,-3.5e-4,0,0,0,0,0.002,13.026,8.662,13.488,915.477,0.001,339.472,1.062,1.237e8,20.32,324.293,0.012,0.321,0.03,7.162e4
3.64,644.895,1064.909,354.733,359.864,90.708,92.724,-66.463,66.707,94.166,315.105,60.554,19.23,47.966,-81.874,0.082,0,3.241,4.392,78.871,330.646,1.027e5,4.111e4,226.954,0.805,9.806,427.561,355.038,3.569,1.211e4,12.019,1594.642,0.676,0.258,0.212,0.206,0.676,0.025,0.089,4.474e-4,0,0,0,0,8.062e-4,13.037,8.573,13.459,915.038,0.001,339.455,1.065,1.24e8,20.32,324.293,0.007,0.322,0.03,7.202e4
3.647,647.505,1067.52,355.399,360.545,90.675,92.751,-66.732,67.063,94.607,315.142,60.695,19.514,47.966,-81.874,0.07,0,0.974,5.402,78.837,330.76,1.027e5,4.106e4,226.931,0.805,9.806,437.935,355.049,4.079,1.211e4,12.027,1600.359,0.676,0.258,0.213,0.206,0.676,0.021,0.084,-1.869e-5,0,0,0,0,7.261e-5,13.044,8.516,13.441,914.758,0.001,339.444,1.067,1.242e8,20.32,324.293,0.011,0.322,0.03,7.227e4
3.658,651.43,1071.445,356.398,361.566,90.461,92.621,-67.136,67.598,95.272,315.196,60.909,19.885,47.966,-81.874,0.083,0,-2.714,4.738,78.786,330.924,1.026e5,4.1e4,226.891,0.804,9.806,465.377,355.061,5.429,1.21e4,12.023,1608.975,0.676,0.257,0.214,0.205,0.676,0.023,0.123,-4.218e-4,0,0,0,0,-5.602e-4,13.055,8.431,13.413,914.338,0.001,339.427,1.07,1.245e8,20.32,324.293,0.009,0.323,0.03,7.266e4
3.667,654.636,1074.651,357.21,362.396,90.291,92.515,-67.467,68.035,95.815,315.24,61.087,20.164,47.966,-81.874,0.114,0,-3.95,3.618,78.744,331.05,1.026e5,4.094e4,226.859,0.804,9.806,469.121,355.07,5.613,1.209e4,12.019,1616.025,0.676,0.257,0.215,0.205,0.676,0.03,0.171,-9.75e-5,0,0,0,0,-0.001,13.064,8.362,13.39,913.994,0.001,339.413,1.073,1.248e8,20.32,324.293,0.013,0.324,0.03,7.297e4
3.681,659.459,1079.473,358.427,363.641,90.244,92.571,-67.964,68.694,96.633,315.306,61.357,20.625,47.966,-81.874,0.166,0,-4.362,2.594,78.682,331.221,1.025e5,4.086e4,226.797,0.804,9.806,465.222,355.068,5.421,1.21e4,12.035,1626.657,0.676,0.256,0.216,0.204,0.676,0.045,0.246,-4.716e-4,0,0,0,0,-0.001,13.078,8.258,13.356,913.477,0.001,339.393,1.077,1.252e8,20.32,324.293,0.017,0.324,0.03,7.344e4
3.697,665.397,1085.412,359.918,365.168,90.196,92.648,-68.575,69.506,97.641,315.386,61.696,21.173,47.966,-81.874,0.229,0,-4.101,1.976,78.61,331.396,1.024e5,4.076e4,226.721,0.803,9.806,460.601,355.066,5.194,1.21e4,12.055,1638.962,0.676,0.255,0.217,0.203,0.676,0.063,0.329,-5.268e-5,0,0,0,0,-0.001,13.094,8.13,13.315,912.841,0.001,339.368,1.081,1.256e8,20.32,324.293,0.022,0.325,0.03,7.401e4
3.719,673.312,1093.327,361.894,367.193,89.958,92.555,-69.391,70.593,98.987,315.492,62.158,21.771,47.966,-81.874,0.296,0,-3.259,1.586,78.526,331.559,1.023e5,4.063e4,226.637,0.802,9.806,456.511,355.082,4.992,1.209e4,12.059,1652.552,0.675,0.255,0.218,0.202,0.675,0.083,0.414,2.028e-4,0,0,0,0,-7.83e-4,13.117,7.96,13.259,911.993,0.001,339.334,1.087,1.263e8,20.32,324.293,0.022,0.326,0.03,7.478e4
3.741,681.308,1101.323,363.871,369.221,89.459,92.162,-70.214,71.693,100.349,315.597,62.631,22.157,47.966,-81.874,0.339,0,-2.127,1.397,78.459,331.634,1.021e5,4.05e4,226.578,0.802,9.805,453.67,355.128,4.85,1.205e4,12.033,1666.143,0.673,0.254,0.219,0.201,0.673,0.096,0.466,-4.053e-4,0,0,0,0,-3.298e-4,13.139,7.789,13.203,911.136,0.001,339.3,1.094,1.269e8,20.32,324.293,0.032,0.327,0.031,7.556e4
3.773,693.035,1113.049,366.741,372.169,89.414,92.197,-71.422,73.314,102.353,315.749,63.333,22.484,47.966,-81.874,0.35,0,-0.281,1.299,78.403,331.582,1.019e5,4.031e4,226.434,0.801,9.805,450.484,355.126,4.693,1.205e4,12.057,1684.84,0.671,0.252,0.219,0.199,0.671,0.1,0.471,1.436e-4,0,0,0,0,-5.667e-6,13.173,7.539,13.12,909.879,0.001,339.25,1.102,1.278e8,20.32,324.293,0.02,0.328,0.031,7.668e4
3.793,700.385,1120.399,368.527,374.005,89.29,92.063,-72.18,74.335,103.613,315.843,63.774,22.428,47.966,-81.875,0.327,0,0.832,1.314,78.393,331.459,1.018e5,4.019e4,226.363,0.8,9.805,448.599,355.146,4.599,1.204e4,12.056,1694.835,0.668,0.252,0.218,0.198,0.669,0.094,0.434,-2.432e-4,0,0,0,0,4.924e-5,13.194,7.383,13.068,909.091,0.001,339.218,1.108,1.283e8,20.32,324.293,0.027,0.328,0.031,7.739e4
3.821,710.541,1130.555,370.974,376.518,88.876,91.563,-73.226,75.75,105.357,315.97,64.374,22.017,47.966,-81.875,0.262,3.137e-7,2.114,1.454,78.411,331.195,1.017e5,4.003e4,226.291,0.799,9.805,445.388,355.203,4.438,1.198e4,12.023,1708.383,0.666,0.251,0.217,0.197,0.666,0.076,0.339,2.874e-4,0,0,0,0,3.135e-4,13.223,7.169,12.997,908.003,0.001,339.175,1.116,1.291e8,20.32,324.293,0.024,0.329,0.031,7.836e4
3.845,719.481,1139.496,373.111,378.712,88.982,91.551,-74.148,77,106.897,316.081,64.891,21.535,47.966,-81.875,0.183,3.442e-7,2.803,1.8,78.45,330.9,1.015e5,3.989e4,226.187,0.798,9.805,440.6,355.204,4.203,1.198e4,12.037,1719.12,0.663,0.251,0.216,0.196,0.663,0.054,0.227,-7.202e-5,0,0,0,0,5.445e-4,13.249,6.981,12.934,907.045,0.001,339.137,1.122,1.298e8,20.32,324.293,0.02,0.33,0.031,7.921e4
3.865,727.013,1147.027,374.901,380.548,88.765,91.206,-74.925,78.056,108.196,316.172,65.315,20.959,47.966,-81.875,0.111,3.398e-7,2.705,2.549,78.496,330.626,1.014e5,3.977e4,226.132,0.798,9.805,432.858,355.243,3.82,1.194e4,12.013,1726.386,0.66,0.25,0.214,0.195,0.66,0.034,0.129,-3.696e-4,0,0,0,0,5.023e-4,13.271,6.823,12.881,906.238,0.001,339.105,1.128,1.303e8,20.32,324.293,0.03,0.331,0.031,7.992e4
3.895,738.296,1158.31,377.568,383.281,89.151,91.389,-76.09,79.642,110.148,316.307,65.928,20.099,47.966,-81.875,0.068,0,-2.133,3.154,78.576,330.213,1.012e5,3.959e4,225.985,0.797,9.805,462.236,355.224,5.266,1.196e4,12.048,1737.182,0.655,0.25,0.212,0.193,0.655,0.019,0.099,4.928e-4,0,0,0,0,-3.079e-4,13.304,6.587,12.801,905.029,0.001,339.056,1.136,1.312e8,20.32,324.293,0.022,0.331,0.032,8.099e4
3.917,746.663,1166.677,379.536,385.294,88.864,90.962,-76.954,80.821,111.598,316.404,66.363,19.423,47.966,-81.875,0.131,0,-3.18,1.309,78.636,329.94,1.011e5,3.946e4,225.939,0.796,9.805,467.539,355.281,5.525,1.191e4,12.015,1744.346,0.651,0.249,0.21,0.192,0.651,0.035,0.196,3.052e-4,0,0,0,0,-6.771e-4,13.329,6.413,12.742,904.132,0.001,339.021,1.142,1.318e8,20.32,324.293,0.032,0.332,0.032,8.178e4
3.948,758.688,1178.702,382.348,388.167,89.286,91.228,-78.198,82.519,113.685,316.54,66.964,18.722,47.966,-81.875,0.22,5.153e-7,-2.283,0.563,78.709,329.651,1.009e5,3.927e4,225.772,0.795,9.805,459.565,355.246,5.134,1.193e4,12.054,1752.391,0.645,0.248,0.206,0.191,0.645,0.061,0.313,-3.046e-4,0,0,0,0,-3.44e-4,13.364,6.164,12.658,902.844,0.001,338.969,1.151,1.326e8,20.32,324.293,0.02,0.333,0.032,8.291e4
3.968,766.353,1186.367,384.133,389.99,89.262,91.127,-78.991,83.602,115.017,316.624,67.334,18.342,47.966,-81.875,0.256,5.058e-7,-1.374,0.411,78.742,329.55,1.008e5,3.916e4,225.7,0.795,9.805,456.335,355.263,4.974,1.191e4,12.051,1757.335,0.641,0.248,0.203,0.19,0.642,0.072,0.357,-4.334e-4,0,0,0,0,-1.234e-4,13.387,6.007,12.604,902.022,0.001,338.937,1.156,1.332e8,20.32,324.293,0.027,0.334,0.032,8.363e4
3.996,776.935,1196.95,386.585,392.491,89.324,91.131,-80.087,85.1,116.859,316.738,67.833,18.056,47.966,-81.875,0.275,4.813e-7,0.037,0.352,78.762,329.525,1.006e5,3.899e4,225.588,0.794,9.805,452.901,355.271,4.805,1.19e4,12.06,1762.857,0.636,0.247,0.2,0.189,0.636,0.078,0.374,-2.322e-4,0,0,0,0,8.829e-8,13.419,5.789,12.529,900.888,0.001,338.892,1.164,1.339e8,20.32,324.293,0.022,0.335,0.032,8.462e4
4.018,785.448,1205.463,388.546,394.491,89.213,91.012,-80.97,86.306,118.342,316.827,68.229,18.002,47.966,-81.875,0.262,5.709e-7,1.162,0.392,78.756,329.599,1.005e5,3.886e4,225.52,0.793,9.805,450.379,355.301,4.679,1.188e4,12.054,1766.264,0.631,0.247,0.197,0.188,0.631,0.075,0.348,1.886e-4,0,0,0,0,8.62e-5,13.445,5.615,12.469,899.976,0.001,338.855,1.17,1.345e8,20.32,324.293,0.022,0.336,0.033,8.541e4
4.04,794.041,1214.055,390.513,396.497,89.11,90.937,-81.861,87.525,119.84,316.915,68.627,18.14,47.966,-81.875,0.226,6.215e-7,2.162,0.523,78.73,329.743,1.004e5,3.873e4,225.444,0.793,9.805,447.51,355.322,4.537,1.186e4,12.052,1769.451,0.627,0.246,0.193,0.187,0.627,0.065,0.294,-2.803e-4,0,0,0,0,2.957e-4,13.471,5.441,12.409,899.055,0.001,338.819,1.176,1.351e8,20.32,324.293,0.034,0.336,0.033,8.621e4
4.074,807.38,1227.394,393.544,399.59,89.03,90.974,-83.244,89.419,122.169,317.048,69.251,18.706,47.966,-81.875,0.14,9.519e-7,3.165,1.119,78.656,330.061,1.002e5,3.853e4,225.304,0.791,9.805,440.128,355.327,4.173,1.185e4,12.063,1773.231,0.619,0.246,0.188,0.185,0.619,0.041,0.171,-2.291e-4,0,0,0,0,6.238e-4,13.511,5.17,12.315,897.626,0.001,338.762,1.185,1.36e8,20.32,324.293,0.02,0.337,0.033,8.745e4
4.094,815.308,1235.322,395.333,401.419,89.043,91.091,-84.067,90.546,123.555,317.125,69.63,19.206,47.966,-81.875,0.083,9.897e-7,2.997,2.187,78.598,330.273,1e5,3.842e4,225.207,0.791,9.805,431.823,355.314,3.765,1.185e4,12.078,1774.958,0.615,0.245,0.185,0.184,0.615,0.025,0.094,2.872e-4,0,0,0,0,5.54e-4,13.536,5.011,12.259,896.776,0.001,338.728,1.191,1.366e8,20.32,324.293,0.03,0.338,0.033,8.819e4
4.124,827.264,1247.278,398.015,404.161,88.889,91.129,-85.308,92.25,125.648,317.239,70.217,20.081,47.966,-81.875,0.066,9.106e-7,-1.802,3.34,78.502,330.58,9.987e4,3.824e4,225.084,0.79,9.805,466.124,355.32,5.453,1.183e4,12.086,1777.338,0.608,0.244,0.18,0.183,0.608,0.018,0.096,4.554e-4,0,0,0,0,-1.975e-4,13.573,4.771,12.175,895.495,0.001,338.677,1.199,1.374e8,20.32,324.293,0.022,0.339,0.033,8.93e4
4.146,836.02,1256.034,399.962,406.155,88.537,90.905,-86.217,93.5,127.183,317.321,70.659,20.614,47.966,-81.875,0.118,9.693e-7,-2.796,2.069,78.43,330.765,9.974e4,3.811e4,225.029,0.789,9.805,466.927,355.363,5.49,1.18e4,12.066,1778.793,0.603,0.244,0.177,0.182,0.603,0.031,0.172,-4.578e-4,0,0,0,0,-4.712e-4,13.6,4.596,12.113,894.556,0.001,338.639,1.205,1.38e8,20.32,324.293,0.022,0.34,0.033,9.011e4
4.168,844.808,1264.823,401.901,408.144,88.416,90.909,-87.129,94.758,128.726,317.402,71.111,21.146,47.966,-81.875,0.167,1.001e-6,-2.452,1.549,78.365,330.893,9.961e4,3.798e4,224.942,0.789,9.805,461.424,355.369,5.219,1.179e4,12.068,1780.056,0.598,0.243,0.173,0.181,0.598,0.045,0.236,-4.46e-4,0,0,0,0,-3.588e-4,13.627,4.421,12.051,893.615,0.001,338.602,1.211,1.386e8,20.32,324.293,0.022,0.341,0.034,9.091e4
4.19,853.621,1273.635,403.834,410.128,88.336,90.932,-88.044,96.022,130.276,317.482,71.572,21.572,47.966,-81.875,0.202,1.083e-6,-1.733,1.316,78.311,330.954,9.948e4,3.785e4,224.852,0.788,9.805,457.424,355.371,5.022,1.178e4,12.072,1781.109,0.593,0.243,0.169,0.18,0.593,0.055,0.276,-3.376e-4,0,0,0,0,-1.775e-4,13.655,4.246,11.989,892.67,0.001,338.564,1.217,1.391e8,20.32,324.293,0.032,0.342,0.034,9.172e4
4.222,866.572,1286.586,406.656,413.026,88.282,90.961,-89.389,97.885,132.559,317.598,72.258,21.914,47.966,-81.875,0.216,1.489e-6,-0.446,1.186,78.259,330.919,9.929e4,3.766e4,224.718,0.787,9.805,452.915,355.371,4.8,1.176e4,12.079,1782.902,0.586,0.242,0.164,0.179,0.586,0.06,0.286,-4.154e-4,0,0,0,0,-1.159e-5,13.696,3.991,11.898,891.282,0.001,338.509,1.226,1.4e8,20.32,324.293,0.02,0.343,0.034,9.291e4
4.242,874.718,1294.733,408.421,414.839,88.28,90.964,-90.235,99.061,133.998,317.67,72.69,21.936,47.966,-81.875,0.203,1.566e-6,0.345,1.183,78.245,330.827,9.918e4,3.755e4,224.634,0.786,9.805,450.224,355.371,4.668,1.175e4,12.083,1783.942,0.581,0.242,0.161,0.178,0.582,0.056,0.263,3.607e-4,0,0,0,0,6.864e-6,13.721,3.831,11.841,890.409,0.001,338.474,1.232,1.405e8,20.32,324.293,0.03,0.344,0.034,9.365e4
4.272,887.019,1307.033,411.074,417.565,88.473,91.105,-91.514,100.842,136.176,317.776,73.34,21.741,47.966,-81.875,0.157,1.704e-6,1.286,1.307,78.249,330.609,9.9e4,3.737e4,224.49,0.785,9.805,445.193,355.35,4.421,1.175e4,12.103,1785.17,0.575,0.241,0.157,0.177,0.575,0.044,0.195,2.197e-4,0,0,0,0,9.432e-5,13.76,3.591,11.754,889.091,0.001,338.422,1.24,1.413e8,20.32,324.293,0.022,0.345,0.034,9.478e4
4.294,896.043,1316.058,413.014,419.557,88.664,91.22,-92.452,102.152,137.776,317.854,73.809,21.443,47.966,-81.875,0.11,1.74e-6,1.597,1.582,78.268,330.41,9.887e4,3.724e4,224.38,0.785,9.805,439.228,355.329,4.129,1.175e4,12.121,1787.319,0.571,0.24,0.154,0.176,0.571,0.031,0.13,4.751e-4,0,0,0,0,1.44e-4,13.789,3.416,11.69,888.124,0.001,338.383,1.246,1.419e8,20.32,324.293,0.023,0.346,0.034,9.56e4
4.317,905.465,1325.48,415.025,421.621,88.113,90.551,-93.432,103.523,139.451,317.933,74.288,20.872,47.966,-81.875,0.062,1.747e-6,1.019,2.251,78.298,330.189,9.874e4,3.711e4,224.342,0.784,9.805,431.09,355.391,3.725,1.167e4,12.058,1789.388,0.566,0.24,0.151,0.175,0.566,0.018,0.068,-3.575e-4,0,0,0,0,5.802e-5,13.82,3.234,11.624,887.114,0.001,338.343,1.252,1.425e8,20.32,324.293,0.032,0.347,0.035,9.646e4
4.349,918.816,1338.831,417.855,424.523,88.421,90.699,-94.823,105.469,141.828,318.043,74.944,20.197,47.966,-81.875,0.068,2.03e-6,-1.904,1.395,78.35,329.893,9.855e4,3.692e4,224.186,0.783,9.805,467.391,355.365,5.513,1.167e4,12.082,1792.523,0.56,0.239,0.147,0.174,0.56,0.017,0.096,2.187e-4,0,0,0,0,-2e-4,13.863,2.977,11.53,885.684,0.001,338.286,1.261,1.433e8,20.32,324.293,0.02,0.347,0.035,9.766e4
4.369,927.196,1347.211,419.627,426.337,88.663,90.855,-95.696,106.693,143.322,318.11,75.344,19.84,47.966,-81.875,0.107,2.053e-6,-1.874,0.679,78.381,329.742,9.844e4,3.681e4,224.081,0.783,9.805,465.084,355.34,5.401,1.168e4,12.105,1796.197,0.557,0.239,0.145,0.173,0.557,0.027,0.148,-1.843e-4,0,0,0,0,-1.92e-4,13.89,2.816,11.471,884.786,0.001,338.25,1.267,1.438e8,20.32,324.293,0.03,0.348,0.035,9.842e4
4.399,939.824,1359.839,422.286,429.058,88.584,90.664,-97.013,108.541,145.577,318.21,75.93,19.307,47.966,-81.875,0.153,2.313e-6,-1.084,0.322,78.419,329.597,9.826e4,3.663e4,223.959,0.782,9.805,458.582,355.341,5.081,1.165e4,12.095,1801.509,0.552,0.238,0.142,0.172,0.552,0.04,0.203,-4.1e-4,0,0,0,0,-6.339e-5,13.931,2.576,11.382,883.432,0.001,338.196,1.275,1.446e8,20.32,324.293,0.022,0.349,0.035,9.956e4
4.421,949.105,1369.12,424.226,431.042,88.395,90.417,-97.982,109.901,147.237,318.281,76.35,19.016,47.966,-81.875,0.171,2.367e-6,-0.317,0.249,78.434,329.562,9.814e4,3.651e4,223.876,0.781,9.805,454.961,355.349,4.902,1.162e4,12.077,1805.796,0.549,0.238,0.14,0.172,0.549,0.045,0.219,1.586e-4,0,0,0,0,-5.381e-6,13.962,2.4,11.317,882.438,0.001,338.157,1.281,1.452e8,20.32,324.293,0.022,0.35,0.035,1.004e5
4.442,958.307,1378.321,426.137,432.995,88.213,90.207,-98.943,111.25,148.884,318.351,76.76,18.862,47.966,-81.875,0.171,2.428e-6,0.473,0.256,78.436,329.588,9.801e4,3.638e4,223.79,0.78,9.805,451.772,355.351,4.745,1.159e4,12.065,1812.503,0.547,0.237,0.139,0.171,0.547,0.045,0.214,4.433e-4,0,0,0,0,1.186e-5,13.992,2.226,11.252,881.452,0.001,338.118,1.287,1.457e8,20.32,324.293,0.032,0.352,0.035,1.012e5
4.474,972.01,1392.024,428.963,435.884,88.148,90.159,-100.376,113.262,151.339,318.452,77.364,18.94,47.966,-81.875,0.144,2.783e-6,1.514,0.406,78.414,329.718,9.782e4,3.619e4,223.641,0.779,9.805,446.658,355.331,4.494,1.158e4,12.074,1822.226,0.543,0.236,0.137,0.17,0.543,0.038,0.172,1.35e-4,0,0,0,0,1.2e-4,14.037,1.969,11.155,879.983,0.001,338.059,1.296,1.466e8,20.32,324.293,0.02,0.353,0.036,1.024e5
