# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
5.005,1238.439,1238.439,486.359,486.554,88.426,88.474,29.179,0.004,29.179,89.992,13.77,2.925,28.61,-80.6,0.018,0,-0.304,0.001,88.18,89.978,9.382e4,3.314e4,215.223,0.754,9.788,432.358,356.039,3.756,1.131e4,12.311,2087.281,0.5,0.215,0.134,0.151,0.5,0.003,0.012,-2.276e-4,0,0,0,0,-3.601e-6,1.835,90,6.95,873.383,0.001,335.511,1.45,1.657e8,20.32,324.293,0.006,1.219,0.062,1.286e5
5.011,1241.457,1241.457,486.907,487.102,88.309,88.357,29.265,0.004,29.265,89.992,13.788,2.905,28.61,-80.6,0.019,0,-0.288,9.842e-4,88.182,89.977,9.379e4,3.311e4,215.201,0.754,9.788,432.099,356.042,3.743,1.129e4,12.303,2089.6,0.5,0.214,0.134,0.151,0.5,0.003,0.012,2.529e-4,0,0,0,0,-3.22e-6,1.834,90,6.931,873.062,0.001,335.499,1.452,1.658e8,20.32,324.293,0.006,1.221,0.062,1.288e5
5.017,1244.213,1244.213,487.406,487.601,88.203,88.25,29.343,0.004,29.343,89.992,13.804,2.888,28.61,-80.6,0.021,0,-0.271,7.729e-4,88.183,89.976,9.375e4,3.307e4,215.181,0.754,9.788,431.863,356.044,3.731,1.128e4,12.295,2091.708,0.5,0.214,0.134,0.151,0.5,0.004,0.013,1.873e-4,0,0,0,0,-2.858e-6,1.833,90,6.913,872.768,0.001,335.488,1.454,1.659e8,20.32,324.293,0.008,1.224,0.062,1.291e5
5.025,1248.352,1248.352,488.154,488.35,88.155,88.202,29.46,0.004,29.46,89.992,13.828,2.867,28.61,-80.6,0.023,0,-0.245,7.778e-4,88.186,89.975,9.371e4,3.303e4,215.141,0.754,9.788,431.513,356.035,3.714,1.128e4,12.295,2094.861,0.499,0.214,0.134,0.151,0.499,0.004,0.014,-4.384e-4,0,0,0,0,-2.322e-6,1.831,90,6.886,872.328,0.001,335.472,1.456,1.661e8,20.32,324.293,0.013,1.227,0.063,1.294e5
5.038,1254.572,1254.572,489.276,489.472,88.085,88.13,29.636,0.004,29.636,89.992,13.865,2.84,28.61,-80.6,0.026,0,-0.202,0.001,88.188,89.973,9.363e4,3.295e4,215.08,0.753,9.788,430.999,356.022,3.69,1.127e4,12.294,2099.574,0.498,0.214,0.134,0.151,0.498,0.004,0.016,-1.074e-5,0,0,0,0,-1.566e-6,1.829,90,6.845,871.667,0.001,335.447,1.459,1.664e8,20.32,324.293,0.011,1.229,0.063,1.299e5
5.049,1260.129,1260.129,490.275,490.472,88.021,88.066,29.794,0.004,29.794,89.992,13.897,2.821,28.61,-80.6,0.027,0,-0.159,0.002,88.19,89.972,9.357e4,3.289e4,215.026,0.753,9.788,430.552,356.011,3.668,1.126e4,12.294,2103.797,0.497,0.214,0.134,0.15,0.497,0.005,0.016,-2.647e-4,0,0,0,0,-9.713e-7,1.827,90,6.809,871.075,0.001,335.425,1.462,1.667e8,20.32,324.293,0.017,1.231,0.063,1.304e5
5.066,1268.485,1268.485,491.772,491.97,87.947,87.992,30.031,0.004,30.031,89.992,13.945,2.796,28.61,-80.6,0.03,0,-0.092,0.003,88.193,89.972,9.347e4,3.279e4,214.943,0.753,9.788,429.902,355.991,3.637,1.125e4,12.296,2110.121,0.496,0.213,0.133,0.15,0.496,0.005,0.018,3.376e-4,0,0,0,0,-3.215e-7,1.83,90,6.755,870.187,0.001,335.392,1.467,1.671e8,20.32,324.293,0.005,1.232,0.063,1.311e5
5.071,1270.906,1270.906,492.205,492.403,87.926,87.97,30.099,0.004,30.099,89.992,13.958,2.791,28.61,-80.6,0.03,0,-0.071,0.003,88.193,89.973,9.344e4,3.276e4,214.919,0.752,9.788,429.719,355.985,3.629,1.125e4,12.296,2111.943,0.496,0.213,0.133,0.15,0.496,0.005,0.018,-1.829e-4,0,0,0,0,-1.93e-7,1.832,90,6.739,869.929,0.001,335.383,1.468,1.672e8,20.32,324.293,0.007,1.234,0.063,1.313e5
5.079,1274.54,1274.54,492.854,493.052,87.884,87.928,30.202,0.004,30.202,89.992,13.979,2.784,28.61,-80.6,0.031,0,-0.04,0.003,88.193,89.973,9.34e4,3.272e4,214.884,0.752,9.788,429.449,355.978,3.616,1.124e4,12.296,2114.67,0.496,0.213,0.133,0.149,0.496,0.005,0.019,-2.883e-4,0,0,0,0,-6.077e-8,1.833,90,6.715,869.542,0.001,335.368,1.47,1.674e8,20.32,324.293,0.011,1.236,0.063,1.316e5
5.09,1280.001,1280.001,493.826,494.025,87.82,87.864,30.357,0.004,30.357,89.992,14.01,2.779,28.61,-80.6,0.031,0,0.008,0.003,88.194,89.974,9.334e4,3.266e4,214.831,0.752,9.788,429.055,355.967,3.597,1.123e4,12.295,2118.747,0.495,0.213,0.133,0.149,0.495,0.005,0.018,4.255e-4,0,0,0,0,0,1.836,90,6.68,868.962,0.001,335.347,1.473,1.676e8,20.32,324.293,0.004,1.238,0.063,1.32e5
5.093,1281.876,1281.876,494.159,494.358,87.798,87.842,30.41,0.004,30.41,89.992,14.02,2.778,28.61,-80.6,0.031,0,0.025,0.003,88.194,89.974,9.332e4,3.264e4,214.813,0.752,9.788,428.922,355.963,3.591,1.123e4,12.295,2120.141,0.495,0.213,0.133,0.149,0.495,0.005,0.018,-3.705e-4,0,0,0,0,2.284e-8,1.837,90,6.668,868.762,0.001,335.34,1.474,1.677e8,20.32,324.293,0.006,1.24,0.063,1.322e5
5.099,1284.689,1284.689,494.659,494.858,87.749,87.793,30.49,0.004,30.49,89.992,14.036,2.777,28.61,-80.6,0.031,0,0.049,0.003,88.193,89.975,9.329e4,3.26e4,214.788,0.752,9.788,428.727,355.959,3.581,1.123e4,12.293,2122.229,0.494,0.212,0.133,0.149,0.494,0.005,0.019,-2.979e-4,0,0,0,0,9.073e-8,1.838,90,6.65,868.463,0.001,335.329,1.476,1.679e8,20.32,324.293,0.009,1.242,0.063,1.324e5
5.108,1288.915,1288.915,495.407,495.607,87.676,87.72,30.61,0.004,30.61,89.992,14.06,2.766,28.61,-80.6,0.033,0,0.087,0.004,88.193,89.976,9.324e4,3.256e4,214.75,0.751,9.788,428.434,355.952,3.567,1.122e4,12.291,2125.354,0.494,0.212,0.133,0.149,0.494,0.005,0.019,4.493e-4,0,0,0,0,2.816e-7,1.855,90,6.622,868.013,0.001,335.312,1.478,1.681e8,20.32,324.293,0.008,1.244,0.063,1.327e5
5.116,1292.811,1292.811,496.096,496.296,87.609,87.652,30.721,0.004,30.721,89.992,14.081,2.757,28.61,-80.6,0.034,0,0.122,0.003,88.192,89.977,9.319e4,3.251e4,214.714,0.751,9.788,428.169,355.947,3.554,1.121e4,12.288,2128.227,0.493,0.212,0.133,0.148,0.493,0.005,0.019,-4.09e-4,0,0,0,0,5.54e-7,1.872,90,6.597,867.599,0.001,335.297,1.48,1.682e8,20.32,324.293,0.012,1.246,0.064,1.331e5
5.127,1298.664,1298.664,497.129,497.329,87.597,87.64,30.887,0.004,30.887,89.992,14.114,2.751,28.61,-80.6,0.035,0,0.176,0.004,88.19,89.979,9.313e4,3.244e4,214.651,0.751,9.788,427.785,355.927,3.536,1.121e4,12.293,2132.564,0.492,0.212,0.132,0.148,0.492,0.006,0.02,-2.472e-4,0,0,0,0,1.16e-6,1.897,90,6.559,866.976,0.001,335.273,1.484,1.685e8,20.32,324.293,0.018,1.248,0.064,1.335e5
5.145,1307.466,1307.466,498.677,498.878,87.579,87.623,31.137,0.005,31.137,89.992,14.163,2.754,28.61,-80.6,0.035,0,0.261,0.004,88.186,89.982,9.303e4,3.234e4,214.556,0.75,9.788,427.241,355.896,3.511,1.12e4,12.301,2139.042,0.491,0.211,0.132,0.148,0.491,0.006,0.02,-4.905e-5,0,0,0,0,2.52e-6,1.935,90,6.501,866.04,0.001,335.239,1.488,1.689e8,20.32,324.293,0.003,1.249,0.064,1.343e5
5.148,1308.738,1308.738,498.9,499.102,87.577,87.62,31.173,0.005,31.173,89.992,14.17,2.755,28.61,-80.6,0.035,0,0.272,0.005,88.186,89.983,9.301e4,3.233e4,214.542,0.75,9.788,427.166,355.892,3.508,1.12e4,12.302,2139.974,0.491,0.211,0.132,0.148,0.491,0.006,0.02,-1.901e-4,0,0,0,0,2.753e-6,1.941,90,6.493,865.905,0.001,335.234,1.489,1.69e8,20.32,324.293,0.004,1.251,0.064,1.344e5
5.151,1310.648,1310.648,499.236,499.437,87.556,87.6,31.227,0.005,31.227,89.992,14.18,2.759,28.61,-80.6,0.035,0,0.29,0.005,88.185,89.983,9.299e4,3.231e4,214.523,0.75,9.788,427.055,355.887,3.502,1.12e4,12.302,2141.371,0.491,0.211,0.132,0.147,0.491,0.006,0.019,-1.293e-6,0,0,0,0,3.118e-6,1.948,90,6.481,865.702,0.001,335.226,1.49,1.691e8,20.32,324.293,0.006,1.253,0.064,1.345e5
5.157,1313.516,1313.516,499.738,499.94,87.525,87.569,31.309,0.005,31.309,89.992,14.196,2.768,28.61,-80.6,0.034,0,0.316,0.005,88.183,89.984,9.296e4,3.228e4,214.495,0.75,9.788,426.897,355.88,3.495,1.119e4,12.302,2143.462,0.49,0.211,0.132,0.147,0.49,0.005,0.019,-3.733e-4,0,0,0,0,3.692e-6,1.954,90,6.462,865.397,0.001,335.215,1.492,1.692e8,20.32,324.293,0.01,1.255,0.064,1.347e5
5.168,1318.733,1318.733,500.651,500.853,87.469,87.514,31.457,0.005,31.457,89.992,14.225,2.789,28.61,-80.6,0.032,0,0.362,0.005,88.179,89.986,9.29e4,3.222e4,214.444,0.75,9.788,426.623,355.867,3.482,1.119e4,12.302,2147.251,0.49,0.211,0.132,0.147,0.49,0.005,0.018,-4.149e-4,0,0,0,0,4.819e-6,1.967,90,6.428,864.842,0.001,335.194,1.494,1.694e8,20.32,324.293,0.016,1.256,0.064,1.352e5
5.183,1326.577,1326.577,502.019,502.222,87.433,87.478,31.68,0.005,31.68,89.992,14.269,2.829,28.61,-80.6,0.028,0,0.424,0.007,88.173,89.989,9.281e4,3.213e4,214.361,0.749,9.788,426.246,355.842,3.465,1.118e4,12.307,2152.912,0.489,0.211,0.132,0.147,0.489,0.004,0.016,7.413e-5,0,0,0,0,6.579e-6,1.985,90,6.377,864.007,0.001,335.164,1.499,1.698e8,20.32,324.293,0.012,1.259,0.064,1.358e5
5.195,1332.507,1332.507,503.051,503.254,87.405,87.452,31.848,0.005,31.848,89.991,14.302,2.864,28.61,-80.6,0.024,0,0.464,0.008,88.168,89.991,9.274e4,3.206e4,214.298,0.749,9.788,426.011,355.822,3.454,1.118e4,12.311,2157.189,0.488,0.21,0.131,0.146,0.488,0.004,0.013,-1.973e-4,0,0,0,0,7.865e-6,1.999,90,6.339,863.376,0.001,335.14,1.502,1.7e8,20.32,324.293,0.018,1.261,0.064,1.363e5
5.213,1341.426,1341.426,504.596,504.8,87.228,87.277,32.102,0.005,32.102,89.991,14.354,2.923,28.61,-80.6,0.017,0,0.512,0.013,88.159,89.995,9.264e4,3.196e4,214.221,0.748,9.788,425.722,355.81,3.441,1.116e4,12.303,2163.598,0.487,0.21,0.131,0.146,0.487,0.003,0.009,-4.002e-4,0,0,0,0,9.504e-6,2.016,90,6.281,862.428,0.001,335.105,1.507,1.704e8,20.32,324.293,0.006,1.263,0.065,1.37e5
5.219,1344.477,1344.477,505.123,505.328,87.167,87.217,32.189,0.005,32.189,89.991,14.371,2.945,28.61,-80.6,0.015,0,0.525,0.015,88.156,89.996,9.261e4,3.193e4,214.194,0.748,9.788,425.638,355.806,3.437,1.115e4,12.3,2165.776,0.487,0.21,0.131,0.146,0.487,0.002,0.008,4.258e-4,0,0,0,0,9.964e-6,2.021,90,6.261,862.103,0.001,335.093,1.508,1.706e8,20.32,324.293,0.009,1.265,0.065,1.372e5
5.228,1349.059,1349.059,505.913,506.118,87.17,87.221,32.319,0.005,32.319,89.991,14.398,2.982,28.61,-80.6,0.011,0,0.54,0.021,88.151,89.997,9.256e4,3.188e4,214.143,0.748,9.788,425.544,355.787,3.433,1.115e4,12.305,2169.034,0.486,0.21,0.131,0.145,0.486,0.002,0.006,2.109e-5,0,0,0,0,1.051e-5,2.028,90,6.231,861.616,0.001,335.075,1.511,1.708e8,20.32,324.293,0.012,1.267,0.065,1.376e5
5.24,1355.345,1355.345,506.995,507.201,87.174,87.227,32.498,0.005,32.498,89.991,14.436,3.034,28.61,-80.6,0.006,0,0.552,0.043,88.144,89.999,9.249e4,3.181e4,214.073,0.748,9.788,425.614,355.762,3.438,1.115e4,12.312,2173.485,0.485,0.209,0.131,0.145,0.485,8.686e-4,0.003,-3.179e-4,0,0,0,0,1.094e-5,2.039,90,6.19,860.947,0.001,335.05,1.514,1.711e8,20.32,324.293,0.019,1.269,0.065,1.381e5
5.259,1364.8,1364.8,508.617,508.824,87.045,87.101,32.767,0.005,32.767,89.991,14.493,3.119,28.61,-80.6,0.004,0,-0.554,0.061,88.134,90.002,9.238e4,3.17e4,213.986,0.747,9.788,423.688,355.743,3.344,1.113e4,12.31,2180.126,0.484,0.209,0.13,0.145,0.484,6.139e-4,0.002,-9.948e-5,0,0,0,0,-1.094e-5,2.043,90,6.129,859.941,0.001,335.013,1.519,1.715e8,20.32,324.293,0.013,1.271,0.065,1.389e5
5.272,1371.61,1371.61,509.781,509.988,86.952,87.011,32.962,0.005,32.962,89.991,14.535,3.187,28.61,-80.6,0.012,0,-0.544,0.02,88.127,90.003,9.231e4,3.162e4,213.923,0.747,9.788,423.907,355.73,3.355,1.112e4,12.308,2184.902,0.483,0.209,0.13,0.144,0.483,0.002,0.006,-1.432e-4,0,0,0,0,-1.051e-5,2.036,90,6.085,859.217,0.001,334.986,1.523,1.718e8,20.32,324.293,0.02,1.273,0.065,1.394e5
5.292,1381.821,1381.821,511.518,511.726,86.814,86.876,33.253,0.005,33.253,89.991,14.6,3.282,28.61,-80.6,0.022,0,-0.501,0.01,88.116,90.005,9.219e4,3.151e4,213.829,0.746,9.788,423.508,355.708,3.337,1.11e4,12.305,2192.018,0.482,0.208,0.13,0.144,0.482,0.003,0.011,3.346e-6,0,0,0,0,-8.84e-6,2.026,90,6.018,858.131,0.001,334.946,1.528,1.722e8,20.32,324.293,0.03,1.275,0.066,1.402e5
5.322,1397.21,1397.21,514.122,514.332,86.706,86.772,33.692,0.005,33.692,89.991,14.7,3.38,28.61,-80.6,0.032,0,-0.393,0.007,88.103,90.006,9.202e4,3.134e4,213.673,0.745,9.788,422.769,355.66,3.303,1.109e4,12.31,2202.614,0.48,0.208,0.13,0.143,0.48,0.005,0.016,2.285e-4,0,0,0,0,-5.384e-6,2.04,90,5.918,856.494,0.001,334.885,1.536,1.729e8,20.32,324.293,0.022,1.277,0.066,1.414e5
5.344,1408.493,1408.493,516.022,516.233,86.774,86.842,34.015,0.005,34.015,89.991,14.774,3.429,28.61,-80.6,0.037,0,-0.297,0.006,88.095,90.005,9.19e4,3.122e4,213.538,0.744,9.788,422.228,355.604,3.279,1.109e4,12.329,2210.318,0.479,0.207,0.129,0.143,0.479,0.006,0.018,3.369e-4,0,0,0,0,-3.055e-6,2.057,90,5.845,855.294,0.001,334.841,1.542,1.733e8,20.32,324.293,0.022,1.279,0.066,1.423e5
5.366,1419.769,1419.769,517.914,518.127,86.756,86.825,34.338,0.005,34.338,89.991,14.85,3.465,28.61,-80.6,0.04,0,-0.192,0.006,88.09,90.004,9.178e4,3.11e4,213.415,0.744,9.788,421.687,355.559,3.254,1.108e4,12.34,2217.991,0.478,0.207,0.129,0.142,0.478,0.006,0.02,-1.629e-4,0,0,0,0,-1.263e-6,2.06,90,5.771,854.094,0.001,334.796,1.548,1.738e8,20.32,324.293,0.032,1.281,0.066,1.432e5
5.398,1436.364,1436.364,520.684,520.899,86.579,86.649,34.815,0.005,34.815,89.991,14.961,3.478,28.61,-80.6,0.042,0,-0.027,0.006,88.086,90,9.16e4,3.092e4,213.255,0.743,9.788,420.912,355.512,3.218,1.106e4,12.339,2229.133,0.476,0.206,0.128,0.141,0.476,0.006,0.021,2.722e-4,0,0,0,0,-2.565e-8,2.056,90,5.664,852.329,0.001,334.731,1.556,1.745e8,20.32,324.293,0.02,1.283,0.067,1.445e5
5.418,1446.8,1446.8,522.413,522.629,86.237,86.307,35.115,0.005,35.115,89.991,15.03,3.46,28.61,-80.6,0.041,0,0.075,0.006,88.087,89.996,9.148e4,3.08e4,213.194,0.742,9.788,420.435,355.525,3.194,1.103e4,12.315,2236.048,0.474,0.206,0.128,0.141,0.474,0.006,0.02,-4.161e-4,0,0,0,0,1.91e-7,2.047,90,5.596,851.219,0.001,334.69,1.562,1.749e8,20.32,324.293,0.028,1.285,0.067,1.453e5
5.446,1461.428,1461.428,524.824,525.042,86.386,86.454,35.536,0.006,35.536,89.991,15.126,3.424,28.61,-80.6,0.037,0,0.209,0.006,88.091,89.991,9.133e4,3.065e4,213.005,0.742,9.788,419.791,355.434,3.167,1.103e4,12.345,2245.681,0.473,0.205,0.128,0.14,0.473,0.005,0.017,2.472e-4,0,0,0,0,1.469e-6,2.032,90,5.501,849.663,0.001,334.632,1.569,1.755e8,20.32,324.293,0.021,1.287,0.067,1.464e5
5.467,1472.699,1472.699,526.674,526.893,86.16,86.226,35.861,0.006,35.861,89.991,15.199,3.37,28.61,-80.6,0.032,0,0.298,0.006,88.096,89.987,9.121e4,3.053e4,212.921,0.741,9.788,419.302,355.427,3.143,1.101e4,12.333,2253.017,0.472,0.204,0.128,0.14,0.472,0.005,0.015,1.636e-4,0,0,0,0,2.962e-6,2.014,90,5.427,848.464,0.001,334.588,1.575,1.76e8,20.32,324.293,0.032,1.29,0.067,1.473e5
5.499,1489.681,1489.681,529.443,529.664,86.053,86.115,36.352,0.006,36.352,89.991,15.306,3.27,28.61,-80.6,0.022,0,0.405,0.007,88.108,89.983,9.103e4,3.035e4,212.753,0.74,9.788,418.59,355.373,3.111,1.099e4,12.339,2263.946,0.47,0.204,0.127,0.139,0.47,0.003,0.01,-4.473e-4,0,0,0,0,5.398e-6,1.984,90,5.317,846.658,0.001,334.521,1.584,1.767e8,20.32,324.293,0.02,1.292,0.068,1.486e5
5.519,1500.289,1500.289,531.166,531.388,86.208,86.266,36.658,0.006,36.658,89.991,15.37,3.164,28.61,-80.6,0.01,0,0.443,0.017,88.116,89.981,9.092e4,3.023e4,212.608,0.739,9.788,418.305,355.296,3.101,1.1e4,12.366,2270.742,0.469,0.203,0.127,0.138,0.469,0.001,0.005,3.284e-4,0,0,0,0,6.41e-6,2.011,90,5.248,845.531,0.001,334.479,1.589,1.771e8,20.32,324.293,0.03,1.295,0.068,1.494e5
5.549,1516.256,1516.256,533.746,533.97,85.873,85.925,37.121,0.006,37.121,89.991,15.463,2.983,28.61,-80.6,0.009,0,-0.441,0.015,88.13,89.978,9.075e4,3.007e4,212.491,0.739,9.788,416.983,355.286,3.036,1.097e4,12.347,2281.064,0.467,0.203,0.127,0.138,0.467,0.001,0.005,-3.003e-4,0,0,0,0,-6.299e-6,2.054,90,5.144,843.915,0.001,334.416,1.597,1.777e8,20.32,324.293,0.022,1.298,0.068,1.506e5
5.571,1527.924,1527.924,535.62,535.845,85.902,85.95,37.459,0.006,37.459,89.991,15.526,2.857,28.61,-80.6,0.023,0,-0.397,0.007,88.139,89.978,9.063e4,2.994e4,212.357,0.738,9.787,416.523,355.228,3.016,1.096e4,12.362,2288.538,0.466,0.202,0.126,0.137,0.466,0.003,0.01,-1.611e-5,0,0,0,0,-5.078e-6,2.097,90,5.068,842.734,0.001,334.37,1.603,1.782e8,20.32,324.293,0.021,1.3,0.069,1.515e5
5.592,1539.101,1539.101,537.408,537.634,85.755,85.799,37.783,0.006,37.783,89.991,15.585,2.745,28.61,-80.6,0.035,0,-0.324,0.004,88.146,89.979,9.051e4,2.983e4,212.252,0.737,9.787,416.036,355.196,2.994,1.095e4,12.358,2295.657,0.465,0.202,0.126,0.137,0.465,0.005,0.015,-1.308e-4,0,0,0,0,-3.357e-6,2.138,90,4.996,841.602,0.001,334.326,1.608,1.786e8,20.32,324.293,0.032,1.302,0.069,1.523e5
5.624,1556.298,1556.298,540.151,540.378,86.108,86.148,38.282,0.006,38.282,89.991,15.67,2.601,28.61,-80.6,0.053,0,-0.16,0.004,88.154,89.981,9.033e4,2.965e4,212.004,0.736,9.787,415.253,355.057,2.962,1.097e4,12.411,2306.514,0.463,0.201,0.126,0.136,0.463,0.008,0.023,-3.824e-4,0,0,0,0,-8.113e-7,2.236,90,4.884,839.862,0.001,334.259,1.617,1.793e8,20.32,324.293,0.021,1.304,0.069,1.536e5
5.645,1567.809,1567.809,541.978,542.206,85.668,85.705,38.616,0.006,38.616,89.991,15.724,2.51,28.61,-80.6,0.062,0,-0.017,0.004,88.156,89.984,9.021e4,2.953e4,211.942,0.736,9.787,414.738,355.07,2.936,1.093e4,12.377,2313.719,0.462,0.201,0.126,0.135,0.462,0.009,0.026,-5.649e-5,0,0,0,0,-9.281e-9,2.309,90,4.809,838.697,0.001,334.213,1.623,1.797e8,20.32,324.293,0.021,1.308,0.069,1.545e5
5.666,1578.945,1578.945,543.732,543.96,85.293,85.33,38.939,0.006,38.939,89.991,15.776,2.52,28.61,-80.6,0.059,0,0.129,0.004,88.155,89.987,9.01e4,2.942e4,211.865,0.735,9.787,414.321,355.065,2.916,1.089e4,12.35,2320.584,0.461,0.2,0.125,0.135,0.461,0.008,0.025,-4.413e-4,0,0,0,0,5.198e-7,2.301,90,4.737,837.57,0.001,334.169,1.628,1.802e8,20.32,324.293,0.03,1.311,0.07,1.553e5
5.696,1595.383,1595.383,546.304,546.534,85.275,85.315,39.416,0.006,39.416,89.991,15.853,2.629,28.61,-80.6,0.047,0,0.313,0.006,88.148,89.992,8.993e4,2.925e4,211.682,0.734,9.787,413.773,354.986,2.893,1.088e4,12.365,2330.565,0.459,0.2,0.125,0.134,0.459,0.007,0.019,-3.797e-4,0,0,0,0,3.03e-6,2.254,90,4.63,835.906,0.001,334.105,1.636,1.808e8,20.32,324.293,0.022,1.313,0.07,1.566e5
5.718,1607.395,1607.395,548.175,548.406,85.196,85.239,39.764,0.007,39.764,89.991,15.912,2.715,28.61,-80.6,0.037,0,0.417,0.009,88.14,89.996,8.981e4,2.913e4,211.557,0.734,9.787,413.384,354.936,2.876,1.087e4,12.369,2337.793,0.458,0.199,0.125,0.134,0.458,0.005,0.015,-4.294e-4,0,0,0,0,5.337e-6,2.245,90,4.552,834.69,0.001,334.057,1.642,1.812e8,20.32,324.293,0.022,1.316,0.07,1.575e5
5.74,1619.256,1619.256,550.013,550.245,85.045,85.092,40.109,0.007,40.109,89.991,15.971,2.81,28.61,-80.6,0.027,0,0.496,0.014,88.13,90,8.969e4,2.901e4,211.442,0.733,9.787,413.037,354.895,2.861,1.085e4,12.365,2344.884,0.457,0.199,0.125,0.133,0.457,0.004,0.01,1.08e-4,0,0,0,0,7.52e-6,2.24,90,4.475,833.489,0.001,334.011,1.648,1.817e8,20.32,324.293,0.032,1.319,0.07,1.583e5
5.771,1636.803,1636.803,552.721,552.954,85.082,85.134,40.618,0.007,40.618,89.99,16.064,2.978,28.61,-80.6,0.009,0,0.559,0.035,88.113,90.005,8.951e4,2.883e4,211.239,0.732,9.787,412.761,354.8,2.852,1.085e4,12.387,2355.249,0.455,0.198,0.124,0.133,0.455,0.001,0.004,2.749e-4,0,0,0,0,9.432e-6,2.235,90,4.361,831.713,0.001,333.942,1.656,1.823e8,20.32,324.293,0.02,1.322,0.071,1.596e5
5.791,1647.869,1647.869,554.417,554.651,84.651,84.707,40.94,0.007,40.94,89.99,16.124,3.073,28.61,-80.6,0.002,0,-0.539,0.181,88.102,90.006,8.94e4,2.872e4,211.161,0.732,9.787,409.626,354.791,2.699,1.081e4,12.354,2361.703,0.454,0.198,0.124,0.132,0.454,2.52e-4,4.619e-4,-9.616e-5,0,0,0,0,-8.738e-6,2.232,90,4.289,830.593,0.001,333.898,1.661,1.827e8,20.32,324.293,0.031,1.325,0.071,1.604e5
5.823,1665.302,1665.302,557.075,557.311,84.81,84.87,41.447,0.007,41.447,89.99,16.223,3.207,28.61,-80.6,0.014,0,-0.541,0.023,88.084,90.006,8.923e4,2.854e4,210.946,0.731,9.787,410.801,354.681,2.762,1.082e4,12.388,2371.797,0.452,0.197,0.124,0.132,0.452,0.002,0.005,-9.233e-5,0,0,0,0,-8.703e-6,2.272,90,4.176,828.829,0.001,333.829,1.67,1.833e8,20.32,324.293,0.022,1.328,0.071,1.617e5
5.845,1677.549,1677.549,558.936,559.174,84.807,84.87,41.804,0.007,41.804,89.99,16.294,3.279,28.61,-80.6,0.021,0,-0.5,0.015,88.073,90.004,8.91e4,2.842e4,210.806,0.73,9.787,410.355,354.616,2.743,1.081e4,12.399,2378.818,0.451,0.196,0.123,0.131,0.451,0.003,0.007,1.535e-4,0,0,0,0,-7.384e-6,2.311,90,4.096,827.589,0.001,333.781,1.675,1.837e8,20.32,324.293,0.022,1.331,0.072,1.626e5
5.867,1689.86,1689.86,560.801,561.039,84.761,84.828,42.163,0.007,42.163,89.99,16.367,3.381,28.61,-80.6,0.031,0,-0.439,0.011,88.063,90.001,8.898e4,2.83e4,210.671,0.729,9.787,409.839,354.555,2.721,1.08e4,12.407,2385.808,0.45,0.196,0.123,0.131,0.45,0.004,0.012,-9.208e-5,0,0,0,0,-5.664e-6,2.298,90,4.016,826.343,0.001,333.733,1.681,1.842e8,20.32,324.293,0.03,1.334,0.072,1.635e5
5.897,1706.715,1706.715,563.345,563.585,84.921,84.994,42.656,0.007,42.656,89.99,16.47,3.517,28.61,-80.6,0.045,0,-0.315,0.008,88.051,89.996,8.882e4,2.814e4,210.461,0.729,9.787,409.079,354.445,2.689,1.081e4,12.44,2395.322,0.448,0.195,0.123,0.13,0.448,0.006,0.017,9.268e-5,0,0,0,0,-2.879e-6,2.257,90,3.906,824.637,0.001,333.666,1.689,1.848e8,20.32,324.293,0.022,1.336,0.072,1.647e5
5.919,1719.075,1719.075,565.198,565.44,84.254,84.329,43.017,0.007,43.017,89.99,16.548,3.562,28.61,-80.6,0.052,0,-0.201,0.007,88.046,89.992,8.869e4,2.801e4,210.392,0.728,9.787,408.524,354.451,2.661,1.075e4,12.383,2402.19,0.447,0.195,0.123,0.13,0.447,0.007,0.018,-1.623e-4,0,0,0,0,-1.165e-6,2.229,90,3.826,823.386,0.001,333.617,1.695,1.852e8,20.32,324.293,0.022,1.339,0.072,1.656e5
