# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²),MaxQ (kg / ( m* s^2 ))
0.79,28.818,28.818,75.964,75.964,98.994,98.998,-0.003,-2.039e-7,0.003,269.997,0.074,0.838,28.61,-80.6,1.097,0,2.258,4.856e-5,89.444,90.001,1.194e5,5.87e4,230.715,0.886,9.792,428.044,348.242,3.927,1.304e4,11.152,49.351,0.43,0.294,0.024,0.111,0.431,0.217,0.842,2.206e-4,0,0,0,0,0.008,2.118,90,14.813,1009.87,0.001,340.275,0.223,2.847e7,20.32,324.293,0.032,0.428,0.01,3524.923
0.822,31.293,31.293,79.126,79.127,99.195,99.2,-5.336e-4,-2.747e-7,5.336e-4,269.971,0.103,1,28.61,-80.6,0.927,0,2.407,1.195e-5,89.37,90.001,1.192e5,5.851e4,230.598,0.885,9.792,429.266,348.36,3.982,1.304e4,11.176,53.539,0.43,0.294,0.025,0.112,0.431,0.182,0.714,-1.248e-4,0,0,0,0,0.009,2.048,90,14.797,1009.58,0.001,340.266,0.233,2.965e7,20.32,324.293,0.02,0.432,0.01,3823.673
0.842,32.894,32.894,81.108,81.108,99.048,99.054,0.002,-3.258e-7,0.002,90.011,0.124,1.104,28.61,-80.6,0.824,0,2.494,1.137e-5,89.321,90.001,1.191e5,5.838e4,230.55,0.885,9.792,430.022,348.486,4.013,1.302e4,11.164,56.256,0.431,0.294,0.025,0.112,0.432,0.161,0.636,1.652e-4,0,0,0,0,0.009,2.005,90,14.786,1009.392,0.001,340.259,0.238,3.038e7,20.32,324.293,0.03,0.438,0.01,4016.946
0.872,35.373,35.373,84.082,84.082,99.121,99.129,0.006,-4.107e-7,0.006,90.004,0.16,1.281,28.61,-80.6,0.638,0,2.61,-5.908e-6,89.244,90.001,1.189e5,5.82e4,230.451,0.884,9.792,431.396,348.616,4.074,1.301e4,11.175,60.461,0.431,0.294,0.025,0.112,0.432,0.123,0.493,1.884e-4,0,0,0,0,0.009,1.887,90,14.77,1009.101,0.001,340.25,0.247,3.149e7,20.32,324.293,0.022,0.448,0.011,4315.941
0.894,37.242,37.242,86.261,86.261,99.486,99.496,0.01,-4.77e-7,0.01,90.003,0.19,1.424,28.61,-80.6,0.498,0,2.68,-1.374e-5,89.186,90.001,1.187e5,5.806e4,230.349,0.883,9.792,432.454,348.649,4.124,1.304e4,11.216,63.647,0.432,0.294,0.025,0.113,0.432,0.095,0.385,-4.915e-4,0,0,0,0,0.009,1.785,90,14.758,1008.882,0.001,340.242,0.254,3.23e7,20.32,324.293,0.022,0.461,0.011,4541.767
0.916,39.158,39.158,88.444,88.445,99.642,99.654,0.014,-5.449e-7,0.014,90.002,0.222,1.554,28.61,-80.6,0.416,0,2.738,8.989e-6,89.126,90,1.186e5,5.793e4,230.267,0.882,9.792,433.095,348.725,4.152,1.305e4,11.235,66.944,0.432,0.294,0.025,0.113,0.432,0.08,0.322,-2.268e-4,0,0,0,0,0.009,1.769,90,14.745,1008.657,0.001,340.235,0.26,3.311e7,20.32,324.293,0.032,0.466,0.011,4773.753
0.948,42.042,42.042,91.636,91.636,99.596,99.611,0.022,-6.433e-7,0.022,90.002,0.275,1.737,28.61,-80.6,0.332,0,2.813,1.15e-5,89.037,90,1.184e5,5.773e4,230.171,0.881,9.792,433.792,348.881,4.179,1.303e4,11.235,71.929,0.433,0.294,0.025,0.114,0.433,0.063,0.255,1.759e-4,0,0,0,0,0.009,1.796,90,14.727,1008.319,0.001,340.223,0.269,3.43e7,20.32,324.293,0.022,0.471,0.012,5123.078
0.969,44.055,44.055,93.8,93.801,99.837,99.855,0.029,-7.078e-7,0.029,90.001,0.314,1.868,28.61,-80.6,0.286,0,2.857,-3.697e-5,88.976,90,1.183e5,5.76e4,230.082,0.881,9.792,434.188,348.939,4.195,1.304e4,11.263,75.421,0.433,0.294,0.025,0.114,0.433,0.054,0.219,-4.983e-4,0,0,0,0,0.009,1.831,90,14.714,1008.083,0.001,340.215,0.276,3.511e7,20.32,324.293,0.022,0.475,0.012,5366.955
0.991,46.15,46.15,96.008,96.008,100.114,100.134,0.036,-7.684e-7,0.036,90.001,0.357,2.004,28.61,-80.6,0.24,0,2.898,-3.693e-5,88.912,90,1.181e5,5.746e4,229.988,0.88,9.792,434.584,348.992,4.212,1.307e4,11.294,79.073,0.433,0.293,0.025,0.115,0.434,0.046,0.183,-2.552e-4,0,0,0,0,0.008,1.869,90,14.7,1007.837,0.001,340.207,0.282,3.593e7,20.32,324.293,0.032,0.48,0.012,5621.465
1.024,49.283,49.283,99.224,99.225,100.283,100.307,0.049,-8.419e-7,0.049,90.001,0.425,2.21,28.61,-80.6,0.152,0,2.944,5.628e-5,88.819,90,1.179e5,5.726e4,229.873,0.879,9.792,435.333,349.108,4.243,1.307e4,11.317,84.555,0.434,0.293,0.026,0.115,0.434,0.029,0.114,-4.646e-4,0,0,0,0,0.008,1.885,90,14.68,1007.47,0.001,340.195,0.292,3.712e7,20.32,324.293,0.02,0.488,0.013,6002.644
1.043,51.286,51.286,101.227,101.228,100.234,100.262,0.058,-8.762e-7,0.058,90.001,0.47,2.339,28.61,-80.6,0.093,0,2.962,1.919e-4,88.76,90,1.178e5,5.714e4,229.815,0.878,9.792,435.833,349.207,4.263,1.305e4,11.315,88.069,0.435,0.293,0.026,0.116,0.435,0.017,0.066,-1.349e-4,0,0,0,0,0.008,1.886,90,14.667,1007.235,0.001,340.187,0.298,3.786e7,20.32,324.293,0.031,0.498,0.013,6246.304
1.074,54.47,54.47,104.335,104.337,100.453,100.486,0.073,-9.112e-7,0.073,90.001,0.546,2.545,28.61,-80.6,0.017,0,2.973,0.001,88.668,90,1.176e5,5.694e4,229.698,0.877,9.792,436.503,349.307,4.291,1.306e4,11.343,93.677,0.435,0.293,0.026,0.116,0.435,0.003,0.006,-1.511e-4,0,0,0,0,0.007,1.911,90,14.646,1006.862,0.001,340.174,0.307,3.902e7,20.32,324.293,0.022,0.504,0.013,6633.854
1.096,56.784,56.784,106.54,106.542,100.473,100.509,0.086,-9.234e-7,0.086,90.001,0.603,2.689,28.61,-80.6,0.034,0,-2.97,6.751e-4,88.602,90,1.175e5,5.681e4,229.628,0.877,9.792,436.434,349.401,4.283,1.306e4,11.349,97.768,0.436,0.293,0.026,0.117,0.436,0.006,0.034,-4.886e-4,0,0,0,0,-0.007,1.934,90,14.631,1006.59,0.001,340.165,0.313,3.984e7,20.32,324.293,0.023,0.508,0.014,6915.722
1.119,59.259,59.259,108.851,108.853,100.657,100.697,0.1,-9.244e-7,0.1,90.001,0.667,2.835,28.61,-80.6,0.061,0,-2.957,4.464e-4,88.534,90,1.173e5,5.667e4,229.539,0.876,9.792,436.298,349.469,4.273,1.307e4,11.372,102.161,0.436,0.293,0.026,0.117,0.436,0.012,0.056,-1.637e-4,0,0,0,0,-0.007,2.002,90,14.615,1006.3,0.001,340.155,0.32,4.069e7,20.32,324.293,0.031,0.513,0.014,7217.421
1.15,62.676,62.676,111.973,111.976,101.063,101.108,0.122,-9.041e-7,0.122,90,0.757,3.036,28.61,-80.6,0.093,0,-2.931,3.022e-4,88.443,90,1.172e5,5.647e4,229.402,0.875,9.792,436.159,349.529,4.263,1.31e4,11.42,108.259,0.437,0.293,0.027,0.118,0.437,0.018,0.081,-4.327e-4,0,0,0,0,-0.006,2.104,90,14.593,1005.899,0.001,340.142,0.329,4.185e7,20.32,324.293,0.023,0.517,0.014,7634.928
1.173,65.291,65.291,114.31,114.313,101.188,101.239,0.141,-8.689e-7,0.141,90,0.83,3.201,28.61,-80.6,0.163,0,-2.899,2.471e-4,88.376,90,1.17e5,5.633e4,229.316,0.874,9.792,435.712,349.604,4.238,1.31e4,11.437,112.948,0.438,0.292,0.027,0.118,0.438,0.031,0.137,4.983e-4,0,0,0,0,-0.006,2.087,90,14.576,1005.592,0.001,340.132,0.336,4.271e7,20.32,324.293,0.022,0.522,0.015,7955.017
1.195,67.795,67.795,116.508,116.512,101.467,101.523,0.16,-8.164e-7,0.16,90,0.901,3.36,28.61,-80.6,0.226,0,-2.852,1.425e-4,88.313,90,1.169e5,5.619e4,229.223,0.873,9.792,435.317,349.651,4.216,1.313e4,11.47,117.46,0.438,0.292,0.027,0.119,0.438,0.043,0.187,2.418e-4,0,0,0,0,-0.006,2.07,90,14.559,1005.299,0.001,340.122,0.343,4.353e7,20.32,324.293,0.022,0.527,0.015,8262.072
1.217,70.391,70.391,118.748,118.752,101.512,101.573,0.18,-7.401e-7,0.18,90,0.977,3.526,28.61,-80.6,0.311,0,-2.784,1.393e-4,88.251,90,1.167e5,5.606e4,229.148,0.873,9.792,434.772,349.738,4.185,1.312e4,11.48,122.162,0.439,0.292,0.027,0.119,0.439,0.06,0.254,-2.871e-4,0,0,0,0,-0.005,2.005,90,14.542,1004.994,0.001,340.112,0.349,4.436e7,20.32,324.293,0.032,0.531,0.015,8580.801
1.249,74.196,74.196,121.958,121.963,101.563,101.632,0.213,-5.819e-7,0.213,90,1.092,3.763,28.61,-80.6,0.433,0,-2.645,1.354e-4,88.165,90,1.165e5,5.586e4,229.043,0.872,9.792,433.995,349.863,4.14,1.311e4,11.492,129.084,0.439,0.292,0.027,0.12,0.44,0.084,0.351,-1.818e-4,0,0,0,0,-0.004,1.893,90,14.518,1004.548,0.001,340.097,0.359,4.554e7,20.32,324.293,0.022,0.536,0.016,9047.861
1.271,76.917,76.917,124.206,124.212,101.817,101.893,0.238,-4.293e-7,0.238,90,1.177,3.911,28.61,-80.6,0.473,0,-2.521,2.006e-4,88.108,90,1.164e5,5.572e4,228.953,0.871,9.792,433.79,349.919,4.128,1.313e4,11.523,134.049,0.44,0.292,0.027,0.121,0.44,0.092,0.383,8.697e-5,0,0,0,0,-0.004,1.9,90,14.5,1004.229,0.001,340.086,0.365,4.637e7,20.32,324.293,0.02,0.541,0.016,9382.182
1.291,79.481,79.481,126.295,126.301,102.162,102.242,0.263,-2.509e-7,0.263,90,1.258,4.046,28.61,-80.6,0.504,0,-2.394,9.343e-5,88.058,90,1.163e5,5.559e4,228.861,0.87,9.792,433.641,349.955,4.118,1.316e4,11.563,138.753,0.441,0.292,0.028,0.121,0.441,0.098,0.408,2.338e-4,0,0,0,0,-0.003,1.912,90,14.483,1003.928,0.001,340.076,0.371,4.714e7,20.32,324.293,0.032,0.545,0.016,9698.049
1.323,83.522,83.522,129.522,129.529,102.152,102.239,0.305,1.055e-7,0.305,90,1.389,4.235,28.61,-80.6,0.563,0,-2.171,8.927e-5,87.985,90,1.161e5,5.54e4,228.76,0.869,9.792,433.348,350.086,4.098,1.315e4,11.569,146.202,0.441,0.291,0.028,0.122,0.442,0.11,0.453,-1.098e-4,0,0,0,0,-0.003,1.894,90,14.457,1003.454,0.001,340.06,0.381,4.833e7,20.32,324.293,0.028,0.55,0.017,1.02e4
1.351,87.189,87.189,132.384,132.392,102.25,102.345,0.345,5.14e-7,0.345,90,1.51,4.395,28.61,-80.6,0.611,0,-1.943,4.598e-5,87.928,90,1.159e5,5.522e4,228.662,0.868,9.792,433.117,350.185,4.081,1.315e4,11.586,152.988,0.442,0.291,0.028,0.123,0.443,0.12,0.491,-6.787e-6,0,0,0,0,-0.002,1.867,90,14.433,1003.024,0.001,340.045,0.389,4.939e7,20.32,324.293,0.022,0.554,0.017,1.065e4
1.373,90.113,90.113,134.624,134.633,102.26,102.359,0.379,9.008e-7,0.379,90,1.607,4.498,28.61,-80.6,0.63,0,-1.748,-4.63e-5,87.887,90,1.158e5,5.508e4,228.591,0.868,9.792,433.075,350.272,4.075,1.314e4,11.592,158.41,0.443,0.291,0.028,0.123,0.443,0.124,0.506,-4.288e-4,0,0,0,0,-0.002,1.878,90,14.414,1002.681,0.001,340.034,0.396,5.021e7,20.32,324.293,0.022,0.557,0.017,1.101e4
1.395,93.085,93.085,136.865,136.876,102.527,102.63,0.416,1.35e-6,0.416,90,1.707,4.601,28.61,-80.6,0.644,0,-1.541,-1.333e-4,87.851,90,1.156e5,5.495e4,228.499,0.867,9.792,433.068,350.321,4.072,1.316e4,11.625,163.939,0.444,0.291,0.029,0.124,0.444,0.127,0.517,-8.781e-5,0,0,0,0,-0.001,1.889,90,14.395,1002.333,0.001,340.022,0.403,5.104e7,20.32,324.293,0.022,0.561,0.018,1.138e4
1.417,96.128,96.128,139.129,139.141,102.831,102.938,0.454,1.868e-6,0.454,90,1.809,4.695,28.61,-80.6,0.653,0,-1.321,-7.489e-5,87.82,90,1.155e5,5.481e4,228.399,0.866,9.792,433.098,350.357,4.072,1.319e4,11.662,169.627,0.444,0.291,0.029,0.125,0.445,0.129,0.524,3.557e-4,0,0,0,0,-8.323e-4,1.901,90,14.375,1001.976,0.001,340.01,0.409,5.187e7,20.32,324.293,0.032,0.566,0.018,1.175e4
1.449,100.642,100.642,142.428,142.441,102.88,102.992,0.515,2.735e-6,0.515,90,1.962,4.794,28.61,-80.6,0.657,0,-0.984,-3.388e-5,87.783,90,1.153e5,5.461e4,228.292,0.865,9.792,433.209,350.479,4.071,1.318e4,11.675,178.102,0.445,0.291,0.029,0.126,0.446,0.13,0.528,1.947e-4,0,0,0,0,-4.411e-4,1.918,90,14.346,1001.446,0.001,339.992,0.419,5.308e7,20.32,324.293,0.02,0.569,0.018,1.231e4
1.469,103.514,103.514,144.485,144.5,102.706,102.821,0.555,3.347e-6,0.555,90,2.058,4.859,28.61,-80.6,0.689,0,-0.761,-9.372e-5,87.765,90,1.152e5,5.448e4,228.245,0.865,9.792,433.07,350.589,4.059,1.315e4,11.662,183.521,0.446,0.29,0.029,0.126,0.447,0.137,0.555,4.265e-4,0,0,0,0,-2.559e-4,1.84,90,14.327,1001.11,0.001,339.981,0.425,5.384e7,20.32,324.293,0.03,0.573,0.019,1.267e4
1.499,107.894,107.894,147.571,147.587,103.024,103.143,0.619,4.366e-6,0.619,90,2.206,4.96,28.61,-80.6,0.731,0,-0.393,-1.743e-4,87.748,90,1.15e5,5.429e4,228.117,0.864,9.792,432.919,350.651,4.049,1.318e4,11.703,191.814,0.447,0.29,0.03,0.127,0.448,0.145,0.588,3.413e-4,0,0,0,0,-6.552e-5,1.714,90,14.299,1000.596,0.001,339.964,0.434,5.497e7,20.32,324.293,0.022,0.577,0.019,1.321e4
1.521,111.151,111.151,149.83,149.848,103.293,103.413,0.669,5.185e-6,0.669,90,2.315,4.988,28.61,-80.6,0.717,0,-0.109,-1.541e-4,87.742,90,1.148e5,5.415e4,228.017,0.863,9.792,433.119,350.683,4.057,1.32e4,11.736,197.989,0.448,0.29,0.03,0.128,0.448,0.143,0.578,1.856e-4,0,0,0,0,-4.906e-6,1.716,90,14.278,1000.214,0.001,339.951,0.441,5.579e7,20.32,324.293,0.022,0.581,0.019,1.361e4
1.543,114.445,114.445,152.083,152.102,103.179,103.299,0.72,6.063e-6,0.72,90,2.423,4.982,28.61,-80.6,0.695,0,0.176,-1.019e-4,87.743,90,1.147e5,5.402e4,227.96,0.862,9.792,433.372,350.793,4.064,1.317e4,11.73,204.25,0.448,0.29,0.03,0.128,0.449,0.138,0.561,3.898e-4,0,0,0,0,1.233e-5,1.723,90,14.256,999.827,0.001,339.938,0.448,5.662e7,20.32,324.293,0.022,0.585,0.019,1.402e4
1.565,117.821,117.821,154.357,154.378,103.25,103.369,0.775,7.011e-6,0.775,89.999,2.533,4.959,28.61,-80.6,0.661,0,0.461,-1.108e-4,87.75,90,1.146e5,5.388e4,227.882,0.861,9.792,433.72,350.866,4.077,1.317e4,11.743,210.673,0.449,0.29,0.03,0.129,0.45,0.131,0.536,9.808e-5,0,0,0,0,8.249e-5,1.749,90,14.234,999.432,0.001,339.925,0.454,5.745e7,20.32,324.293,0.033,0.589,0.02,1.444e4
1.598,122.965,122.965,157.761,157.784,103.318,103.433,0.861,8.546e-6,0.861,89.999,2.695,4.885,28.61,-80.6,0.595,0,0.873,-6.516e-5,87.772,90,1.144e5,5.367e4,227.77,0.86,9.792,434.35,350.981,4.103,1.317e4,11.759,220.489,0.45,0.289,0.031,0.13,0.451,0.118,0.484,-1.207e-5,0,0,0,0,2.825e-4,1.803,90,14.201,998.828,0.001,339.905,0.464,5.87e7,20.32,324.293,0.02,0.593,0.02,1.507e4
1.618,126.141,126.141,159.829,159.853,103.397,103.51,0.916,9.547e-6,0.916,89.999,2.792,4.824,28.61,-80.6,0.551,0,1.109,5.892e-5,87.792,90,1.142e5,5.355e4,227.697,0.86,9.792,434.762,351.042,4.12,1.317e4,11.773,226.574,0.451,0.289,0.031,0.131,0.451,0.109,0.449,-3.811e-4,0,0,0,0,4.446e-4,1.832,90,14.18,998.456,0.001,339.892,0.47,5.945e7,20.32,324.293,0.03,0.597,0.02,1.547e4
1.648,130.985,130.985,162.933,162.96,103.46,103.567,1.002,1.116e-5,1.002,89.999,2.935,4.703,28.61,-80.6,0.479,0,1.439,3.317e-4,87.83,90,1.14e5,5.336e4,227.595,0.859,9.792,435.43,351.145,4.148,1.316e4,11.787,235.889,0.452,0.289,0.031,0.132,0.452,0.095,0.392,-2.019e-4,0,0,0,0,7.204e-4,1.875,90,14.149,997.888,0.001,339.873,0.48,6.059e7,20.32,324.293,0.022,0.602,0.021,1.607e4
1.67,134.575,134.575,165.197,165.225,103.434,103.536,1.067,1.243e-5,1.067,89.999,3.037,4.6,28.61,-80.6,0.429,0,1.659,2.004e-4,87.864,90,1.139e5,5.322e4,227.528,0.858,9.792,435.9,351.234,4.167,1.315e4,11.791,242.821,0.453,0.289,0.032,0.132,0.453,0.085,0.352,-2.994e-4,0,0,0,0,9.315e-4,1.885,90,14.125,997.467,0.001,339.859,0.486,6.141e7,20.32,324.293,0.022,0.606,0.021,1.651e4
1.691,138.184,138.184,167.444,167.473,103.656,103.753,1.134,1.379e-5,1.134,89.999,3.136,4.494,28.61,-80.6,0.378,0,1.86,3.088e-4,87.902,90,1.138e5,5.308e4,227.432,0.857,9.792,436.387,351.269,4.189,1.317e4,11.819,249.816,0.454,0.289,0.032,0.133,0.454,0.074,0.31,-2.661e-4,0,0,0,0,0.001,1.892,90,14.102,997.043,0.001,339.845,0.493,6.223e7,20.32,324.293,0.032,0.61,0.021,1.696e4
1.723,143.568,143.568,170.744,170.775,103.629,103.718,1.236,1.598e-5,1.236,89.999,3.276,4.303,28.61,-80.6,0.299,0,2.114,2.531e-4,87.966,89.999,1.136e5,5.288e4,227.334,0.856,9.792,437.133,351.394,4.219,1.315e4,11.826,260.305,0.455,0.288,0.032,0.134,0.455,0.059,0.246,3.836e-4,0,0,0,0,0.001,1.898,90,14.067,996.412,0.001,339.823,0.503,6.343e7,20.32,324.293,0.027,0.615,0.022,1.762e4
1.75,148.227,148.227,173.55,173.583,103.766,103.848,1.327,1.806e-5,1.327,89.999,3.39,4.126,28.61,-80.6,0.228,0,2.29,2.858e-4,88.025,89.999,1.134e5,5.271e4,227.231,0.855,9.792,437.799,351.466,4.249,1.315e4,11.848,269.428,0.456,0.288,0.033,0.135,0.456,0.045,0.189,-4.707e-4,0,0,0,0,0.002,1.901,90,14.037,995.866,0.001,339.805,0.511,6.445e7,20.32,324.293,0.022,0.619,0.022,1.82e4
1.773,152.145,152.145,175.878,175.912,103.793,103.868,1.404,1.994e-5,1.404,89.999,3.481,3.946,28.61,-80.6,0.15,0,2.397,5.472e-4,88.078,89.999,1.133e5,5.257e4,227.156,0.855,9.792,438.508,351.542,4.28,1.315e4,11.857,277.14,0.457,0.288,0.033,0.136,0.457,0.029,0.124,-3.126e-5,0,0,0,0,0.002,1.961,90,14.011,995.406,0.001,339.79,0.518,6.53e7,20.32,324.293,0.027,0.626,0.023,1.868e4
1.8,156.993,156.993,178.715,178.751,103.734,103.8,1.5,2.246e-5,1.5,89.999,3.585,3.713,28.61,-80.6,0.054,0,2.469,0.001,88.145,89.999,1.131e5,5.24e4,227.076,0.854,9.792,439.385,351.654,4.317,1.313e4,11.859,286.729,0.458,0.288,0.034,0.137,0.458,0.011,0.044,1.389e-4,0,0,0,0,0.002,2.035,90,13.98,994.837,0.001,339.771,0.526,6.632e7,20.32,324.293,0.02,0.632,0.023,1.928e4
1.82,160.614,160.614,180.804,180.841,103.729,103.791,1.573,2.448e-5,1.573,89.999,3.659,3.591,28.61,-80.6,0.032,0,2.492,0.002,88.195,89.998,1.13e5,5.227e4,227.011,0.853,9.792,439.674,351.726,4.328,1.312e4,11.865,293.906,0.459,0.287,0.034,0.138,0.459,0.006,0.025,2.712e-4,0,0,0,0,0.002,1.937,90,13.956,994.413,0.001,339.756,0.532,6.708e7,20.32,324.293,0.027,0.637,0.023,1.973e4
1.847,165.552,165.552,183.618,183.657,103.937,103.993,1.674,2.747e-5,1.674,89.999,3.754,3.43,28.61,-80.6,0.004,0,2.504,0.024,88.263,89.998,1.128e5,5.21e4,226.897,0.852,9.792,440.153,351.778,4.349,1.314e4,11.895,303.742,0.46,0.287,0.034,0.139,0.46,6.866e-4,9.588e-4,4.71e-4,0,0,0,0,0.002,1.804,90,13.924,993.834,0.001,339.737,0.541,6.81e7,20.32,324.293,0.022,0.641,0.024,2.034e4
1.869,169.603,169.603,185.898,185.937,104.018,104.069,1.757,3.012e-5,1.757,89.999,3.827,3.251,28.61,-80.6,0.058,0,-2.487,0.001,88.317,89.997,1.126e5,5.196e4,226.816,0.852,9.792,439.79,351.837,4.328,1.314e4,11.911,311.869,0.461,0.287,0.035,0.14,0.461,0.011,0.051,4.573e-4,0,0,0,0,-0.002,1.821,90,13.898,993.358,0.001,339.721,0.547,6.892e7,20.32,324.293,0.022,0.644,0.024,2.084e4
1.891,173.751,173.751,188.205,188.245,104.027,104.072,1.842,3.303e-5,1.842,89.999,3.897,3.061,28.61,-80.6,0.123,0,-2.425,3.816e-4,88.372,89.997,1.125e5,5.182e4,226.743,0.851,9.792,439.46,351.912,4.308,1.313e4,11.919,320.236,0.462,0.287,0.035,0.141,0.462,0.024,0.107,-4.724e-5,0,0,0,0,-0.002,1.857,90,13.871,992.872,0.001,339.704,0.554,6.975e7,20.32,324.293,0.032,0.648,0.024,2.135e4
1.923,179.813,179.813,191.521,191.563,103.718,103.756,1.968,3.763e-5,1.968,89.999,3.991,2.796,28.61,-80.6,0.203,0,-2.261,2.537e-4,88.447,89.997,1.123e5,5.162e4,226.673,0.85,9.792,439.102,352.077,4.283,1.308e4,11.898,332.505,0.464,0.286,0.035,0.142,0.464,0.04,0.174,-3.777e-5,0,0,0,0,-0.001,1.88,90,13.831,992.161,0.001,339.681,0.564,7.095e7,20.32,324.293,0.02,0.651,0.025,2.21e4
1.943,183.663,183.663,193.594,193.636,103.599,103.633,2.049,4.077e-5,2.049,89.999,4.045,2.643,28.61,-80.6,0.246,0,-2.118,3.747e-4,88.491,89.997,1.122e5,5.15e4,226.617,0.849,9.792,438.93,352.158,4.27,1.306e4,11.893,340.318,0.465,0.286,0.036,0.143,0.465,0.049,0.211,4.265e-4,0,0,0,0,-0.001,1.887,90,13.806,991.709,0.001,339.665,0.57,7.17e7,20.32,324.293,0.03,0.656,0.025,2.257e4
1.973,189.523,189.523,196.708,196.751,103.828,103.857,2.171,4.589e-5,2.171,89.999,4.122,2.449,28.61,-80.6,0.296,0,-1.85,-4.824e-5,88.55,89.996,1.12e5,5.131e4,226.496,0.848,9.792,438.788,352.22,4.26,1.308e4,11.928,352.259,0.466,0.286,0.036,0.144,0.466,0.059,0.254,-8.813e-6,0,0,0,0,-8.166e-4,1.874,90,13.768,991.022,0.001,339.642,0.579,7.282e7,20.32,324.293,0.022,0.66,0.025,2.329e4
1.995,193.865,193.865,198.987,199.031,103.876,103.901,2.262,4.994e-5,2.262,89.999,4.174,2.323,28.61,-80.6,0.325,0,-1.621,-8.201e-5,88.589,89.996,1.119e5,5.117e4,226.418,0.847,9.792,438.747,352.282,4.255,1.308e4,11.941,361.157,0.467,0.286,0.037,0.145,0.467,0.065,0.278,-1.212e-4,0,0,0,0,-6.122e-4,1.859,90,13.74,990.513,0.001,339.625,0.586,7.363e7,20.32,324.293,0.022,0.664,0.025,2.382e4
2.017,198.282,198.282,201.277,201.322,103.644,103.667,2.355,5.429e-5,2.355,89.999,4.224,2.202,28.61,-80.6,0.352,0,-1.363,-2.092e-4,88.622,89.995,1.117e5,5.103e4,226.364,0.847,9.792,438.727,352.382,4.249,1.305e4,11.926,370.235,0.468,0.285,0.037,0.146,0.468,0.071,0.302,1.012e-4,0,0,0,0,-4.232e-4,1.857,90,13.711,989.995,0.001,339.608,0.593,7.446e7,20.32,324.293,0.032,0.668,0.026,2.436e4
2.049,204.788,204.788,204.598,204.643,103.544,103.564,2.492,6.114e-5,2.492,89.999,4.292,2.064,28.61,-80.6,0.38,0,-0.944,3.994e-5,88.659,89.995,1.115e5,5.083e4,226.263,0.846,9.792,438.779,352.492,4.246,1.302e4,11.928,383.648,0.47,0.285,0.038,0.147,0.47,0.077,0.327,-4.981e-4,0,0,0,0,-1.967e-4,1.858,90,13.669,989.232,0.001,339.582,0.603,7.565e7,20.32,324.293,0.027,0.672,0.026,2.516e4
2.076,210.327,210.327,207.38,207.426,103.368,103.387,2.608,6.738e-5,2.608,89.999,4.346,1.981,28.61,-80.6,0.394,0,-0.561,-7.089e-6,88.679,89.995,1.113e5,5.067e4,226.187,0.845,9.792,438.903,352.594,4.248,1.3e4,11.921,395.112,0.471,0.285,0.038,0.148,0.471,0.08,0.34,3.66e-4,0,0,0,0,-6.767e-5,1.863,90,13.633,988.582,0.001,339.56,0.611,7.664e7,20.32,324.293,0.022,0.676,0.027,2.583e4
2.098,214.88,214.88,209.639,209.685,103.517,103.535,2.703,7.279e-5,2.703,89.998,4.389,1.947,28.61,-80.6,0.397,0,-0.236,-1.339e-5,88.688,89.994,1.112e5,5.053e4,226.1,0.844,9.792,439.065,352.638,4.253,1.301e4,11.945,404.567,0.472,0.284,0.039,0.149,0.473,0.081,0.343,-4.139e-4,0,0,0,0,-1.165e-5,1.867,90,13.603,988.048,0.001,339.542,0.618,7.745e7,20.32,324.293,0.021,0.679,0.027,2.639e4
2.119,219.399,219.399,211.857,211.903,103.374,103.393,2.798,7.839e-5,2.798,89.998,4.431,1.97,28.61,-80.6,0.37,0,0.083,8.456e-6,88.689,89.994,1.111e5,5.04e4,226.038,0.843,9.792,439.444,352.717,4.268,1.299e4,11.94,413.951,0.473,0.284,0.039,0.15,0.474,0.075,0.321,-3.778e-4,0,0,0,0,1.411e-6,1.784,90,13.574,987.518,0.001,339.525,0.624,7.824e7,20.32,324.293,0.022,0.683,0.027,2.694e4
